date,apple_sentiment,source
2019-03-01,0.7712359426705425,Patently Apple
2019-03-01,0.9996215296133202,The Apple Post
2019-02-28,-0.9995885375732206,Sophos
2019-02-26,0.9999604925230804,Westside Today
2019-03-01,-0.9818654363817828,Fudzilla
2019-02-26,0.9999816115763387,Pocketnow
2019-02-25,0.9972385193478349,Gizmodo
2019-02-25,0.39042951952214966,Cult of Mac
2019-02-27,0.9999931441439475,9to5Mac
2019-03-01,0.9999182726786465,Tehran Times
2019-02-28,0.946011694600474,ABC News
2019-02-27,0.09409628514659404,Patently Apple
2019-02-27,0.999995726805192,9to5Mac
2019-02-26,0.9998734535801379,Patently Apple
2019-02-27,0.9996012383952465,9to5Mac
2019-02-26,0.9789214992075764,9to5Mac
2019-02-28,0.9980795898408108,9to5Mac
2019-02-25,0.9999334014131099,9to5Mac
2019-02-28,0.6237658076691229,9to5Mac
2019-02-25,0.9999745023079404,Cord Cutters News
2019-03-05,0.9985219940184974,The Apple Post
2019-03-04,0.9994940783597752,AppleInsider
2019-03-04,0.993160566899303,Patently Apple
2019-03-04,0.9812349222616749,TechCrunch
2019-03-06,9.457623653533462e-09,9to5Mac
2019-03-06,0.9999594908315363,MacStories
2019-03-07,0.9998908378174014,NDTV
2019-03-04,0.9987033494190617,Caspian News
2019-03-06,0.9999647917848732,Screen International
2019-03-07,0.9997007804595146,East Greenwich News
2019-03-06,0.9998645525396991,BuzzFeed News
2019-03-05,-0.9921051173468582,The Times of India
2019-03-06,0.9999840896750817,AL.com
2019-03-04,0.9996738430052257,PhoneArena
2019-03-04,0.999994724909471,Cult of Mac
2019-03-06,0.9999801283094452,9to5Mac
2019-03-07,0.0011992476003902881,9to5Mac
2019-03-05,0.99889123760835,9to5Mac
2019-03-07,0.9995509165850017,9to5Mac
2019-03-03,0.9864744455518516,9to5Mac
2019-03-05,-0.9995621298191795,The Indian Express
2019-03-07,0.9999823779756882,MacDailyNews
2019-03-06,0.5237757512673326,The Indian Express
2019-03-07,0.9999060682954263,Parksville-Qualicum Beach News
2019-03-04,0.999478769795179,9to5Mac
2019-03-07,0.999869298239157,The Indian Express
2019-03-07,0.9999449071887366,The Quint
2019-03-11,0.999922487881471,Bloomberg
2019-03-11,0.9999935968525984,AppleInsider
2019-03-11,0.9192192566176717,9to5Mac
