date,mac_sentiment,source
2019-02-05,-0.999578297547447,TechRadar
2019-02-04,0.9999432352625239,PCMag
2019-01-31,0.9998229222316158,Dummies.com
2019-01-31,0.9955247120668667,How-To Geek
2019-02-02,0.9999938039727195,The Apple Post
2019-02-04,0.9999057593008952,iMore
2019-01-31,0.9986922366086052,TNW
2019-02-04,-0.44066831735104417,BleepingComputer
2019-02-04,0.998582372170644,Trend Micro
2019-01-31,0.9999146563837953,Dummies.com
2019-02-03,0.4566256388099154,9to5Mac
2019-02-04,0.9977344152765709,Macworld
2019-02-01,0.9997802083752916,Dummies.com
2019-02-01,0.9944613222959641,How-To Geek
2019-02-01,0.9999670424797619,OSXDaily
2019-02-02,0.999267443822155,OSXDaily
2019-02-05,-0.999578297547447,TechRadar
2019-02-07,0.9592225487472179,MacRumors
2019-02-06,0.9957423112740277,CNET
2019-02-08,0.9998574768774229,Android Police
2019-02-10,0.9952799950401224,Beebom
2019-02-06,0.9999890260608786,Creative Bloq
2019-02-08,0.9796799286996205,Apple Must
2019-02-07,0.9999899684608244,9to5Google
2019-02-06,0.9944594937835246,The Verge
2019-02-06,0.9754342660431624,Forbes
2019-02-06,0.9999809825871242,9to5Mac
2019-02-06,0.9365967072686805,Macworld
2019-02-07,0.6059363129304068,Domus IT
2019-02-07,0.9980711576768838,AppleInsider
2019-02-08,0.9998361446795142,iMore
2019-02-06,0.8823017032932645,MacRumors
2019-02-08,0.9999647761873788,AppleInsider
2019-02-06,0.17767081308872645,Make Tech Easier
2019-02-08,0.9993275089526505,OSXDaily
2019-02-14,0.9997528558597001,TechRepublic
2019-02-14,0.9953139121093894,SentinelOne
2019-02-11,0.9988888597980358,Gizmodo
2019-02-15,0.9994919824358646,AppleInsider
2019-02-12,0.9999832958738568,Macworld
2019-02-12,0.9999299324131465,The Hacker News
2019-02-14,0.9953157438458841,The Daily Swig
2019-02-11,0.9948295759091167,BetaNews
2019-02-10,0.9952799950401224,Beebom
2019-02-13,0.9992295812746129,How-To Geek
2019-02-14,0.9997196822200215,iMore
2019-02-11,0.998582372170644,Trend Micro
2019-02-14,0.9998714561989117,SlashGear
2019-02-12,0.9999533695727783,Macworld
2019-02-12,0.8833306565391784,AppleInsider
2019-02-14,0.8867517250368728,AppleInsider
2019-02-12,0.9973172082486641,OSXDaily
2019-02-14,7.478742126307582e-12,Make Tech Easier
2019-02-13,0.08820615249405472,OSXDaily
2019-02-11,0.9974244992703725,OSXDaily
2019-02-20,-0.3068911801579755,AppleInsider
2019-02-20,0.9999630788697895,Cult of Mac
2019-02-18,0.9999492279194514,Macworld
2019-02-18,0.9994659997137701,TechCrunch
2019-02-20,0.016633217392686063,MacRumors
2019-02-18,-0.6762726161134707,Create Digital Music
2019-02-15,0.9994919824358646,AppleInsider
2019-02-20,0.9999892988606919,9to5Mac
2019-02-20,0.9649145187146064,The Verge
2019-02-18,0.9999753118632261,Jablíčkář
2019-02-20,0.05849928573770255,Macworld
2019-02-20,0.9999880433074785,iPhone in Canada
2019-02-17,0.0001837082834556372,MacRumors
2019-02-20,0.9999365305785236,iPhone in Canada
2019-02-16,0.9999500835879558,AppleInsider
2019-02-16,0.9999903925769544,OSXDaily
2019-02-20,0.9999533230081388,Addictive Tips
2019-02-18,0.999984088103193,OSXDaily
2019-02-20,-0.3068911801579755,AppleInsider
2019-02-23,0.9983724239395695,MacRumors
2019-02-21,0.9964214865331731,ThoughtCo
2019-02-20,0.9999630788697895,Cult of Mac
2019-02-24,0.9997565934337999,Macworld
2019-02-21,0.6922195506198486,9to5Mac
2019-02-20,0.9649145187146064,The Verge
2019-02-20,0.05849928573770255,Macworld
2019-02-20,0.016633217392686063,MacRumors
2019-02-20,0.9999880433074785,iPhone in Canada
2019-02-21,-0.9910718683101144,Cult of Mac
2019-02-20,0.9999892988606919,9to5Mac
2019-02-25,8.580764795684001e-05,AppleInsider
2019-02-23,0.9999769565500994,MacRumors
2019-02-25,0.9830917942852471,OSXDaily
2019-02-22,0.9939488616211237,Addictive Tips
2019-02-20,0.9999533230081388,Addictive Tips
2019-02-28,0.9980795898408108,9to5Mac
2019-03-01,0.9999568102227431,Macworld
2019-03-01,0.41106197541377976,MUO - MakeUseOf
2019-02-26,0.0034733953891302924,Cult of Mac
2019-02-28,-0.9995885375732206,Sophos
2019-02-25,8.580764795684001e-05,AppleInsider
2019-02-28,0.9999725208290848,CNET
2019-02-25,0.9999660361063245,Appleosophy
2019-02-27,3.4411624075684164e-08,MUO - MakeUseOf
2019-02-25,0.9999334014131099,9to5Mac
2019-02-25,0.9999473944280026,Macworld
2019-02-25,0.9998725676630279,AppleInsider
2019-02-25,0.9830917942852471,OSXDaily
2019-03-02,4.7077072510731084e-08,Make Tech Easier
2019-02-27,0.9999384701951616,OSXDaily
2019-02-28,0.9997940621626643,H2S Media
2019-03-04,0.9994236801660211,WIRED
2019-03-05,0.9999923033247637,9to5Mac
2019-03-06,-9.854464322174203e-15,PCMag
2019-03-04,0.9998368932263118,How-To Geek
2019-03-04,0.8335169165639371,MUO - MakeUseOf
2019-03-07,0.9990421634320534,CrowdStrike
2019-03-07,2.1189015007152737e-10,Macworld
2019-03-07,0.9999668392292101,MacTech Magazine
2019-03-06,0.9988230265925816,iMore
2019-03-07,0.9997485531307813,How-To Geek
2019-03-06,0.9988818163026114,How-To Geek
2019-03-03,0.5308002490706225,Neowin
2019-03-03,0.9998571464800198,OSXDaily
2019-03-02,4.7077072510731084e-08,Make Tech Easier
2019-03-06,0.04219202538972752,Fossbytes
2019-03-07,0.9990421634320534,CrowdStrike
2019-03-12,0.999934906071287,ZDNet
2019-03-12,0.9998951093998205,MacRumors
2019-03-12,0.9989104381176028,iClarified
2019-03-07,0.9997485531307813,How-To Geek
2019-03-07,2.1189015007152737e-10,Macworld
2019-03-07,0.9999668392292101,MacTech Magazine
2019-03-12,0.9999980860954963,9to5Mac
2019-03-12,0.9998576613470429,Cult of Mac
2019-03-12,0.9999847016223775,GlobeNewswire
2019-03-08,0.9945975451598833,The Times of India
2019-03-12,0.8293580944759958,MacRumors
2019-03-12,0.9998910602287985,Macworld
2019-03-12,0.9999713691267557,iLounge
2019-03-09,0.9892905309982486,Addictive Tips
2019-03-12,0.9999583032888285,Neowin
2019-03-13,0.9999855232501985,MUO - MakeUseOf
2019-03-15,0.9997285391269453,MacRumors
2019-03-13,0.9978476794511532,Wccftech
2019-03-13,0.9999980849754372,Laptop Mag
2019-03-12,0.999934906071287,ZDNet
2019-03-12,0.9989104381176028,iClarified
2019-03-13,0.9865681310459118,Letem světem Applem
2019-03-12,0.9999980860954963,9to5Mac
2019-03-12,0.9998951093998205,MacRumors
2019-03-17,0.999994658663271,Jablíčkář
2019-03-14,3.497946783863812e-05,MUO - MakeUseOf
2019-03-12,0.8293580944759958,MacRumors
2019-03-12,0.9999713691267557,iLounge
2019-03-14,0.9999893618885722,Digital Information World
2019-03-13,0.9997909891082942,OSXDaily
2019-03-13,0.9931098674359973,KnowTechie
2019-03-13,0.9983538714157094,TechEngage
2019-03-13,0.9999919874802717,Fossbytes
2019-03-12,0.9999583032888285,Neowin
2019-03-19,0.0,Apple Newsroom
2019-03-19,0.9993616921241893,Six Colors
2019-03-19,7.628820399832245e-13,AppleInsider
2019-03-19,0.9999717790022582,Macworld
2019-03-20,0.9999844529787536,CNET
2019-03-20,0.9999847446149547,Inverse
2019-03-19,0.9998417638642012,TechCrunch
2019-03-19,0.9999270291287654,MacRumors
2019-03-21,0.9996120247753405,TechRepublic
2019-03-19,0.9998988738136871,Six Colors
2019-03-21,-0.5881366176854261,AppleInsider
2019-03-21,0.9999966356827846,Macworld
2019-03-19,0.0,CNET
2019-03-19,0.6659490327562512,AppleInsider
2019-03-22,0.9868373545383867,MacStories
2019-03-18,0.9993763212246133,Macworld
2019-03-18,0.5212312821582491,Notebookcheck.net
2019-03-19,0.99994879994529,Business Insider
2019-03-19,0.9999387996758242,How-To Geek
2019-03-19,0.9999561499436449,9to5Mac
2019-03-20,0.050025248790592794,Macworld
2019-03-18,0.9999921218886783,Business Insider
2019-03-19,0.2995326872514937,TechRadar
2019-03-19,0.008405357916802825,AnandTech
2019-03-19,0.9988727766323977,VICE
2019-03-19,0.9320837986045668,WIRED
2019-03-21,0.9998560490211751,Ars Technica
2019-03-19,0.9994146400420298,Notebookcheck.net
2019-03-19,0.999771827662345,Detroit News
2019-03-19,0.0,Apple Newsroom
2019-03-21,0.9997950196438022,AppleInsider
2019-03-21,0.9871475233664536,Patently Apple
2019-03-19,2.5427916135109945e-08,Ars Technica
2019-03-19,0.0,Apple Newsroom
2019-03-21,0.9997012460647975,Patently Apple
2019-03-22,0.9325012839743684,The Hacker News
2019-03-19,0.0,Apple Newsroom
2019-03-18,2.2876516026081354e-08,iMore
2019-03-19,0.0,Apple Newsroom
2019-03-19,0.9999154599789943,Cult of Mac
2019-03-22,-0.6700516000370137,Patently Apple
2019-03-22,0.9992387073584024,Tom's Hardware
2019-03-19,0.0,Apple Newsroom
2019-03-19,0.9993979966323772,GSMArena.com
2019-03-19,0.0,Apple Newsroom
2019-03-19,0.0,Apple Newsroom
2019-03-19,0.0,Apple Newsroom
2019-03-21,0.9996177620435126,9to5Mac
2019-03-19,0.0,Apple Newsroom
2019-03-19,0.0,Apple Newsroom
2019-03-19,0.0,Apple Newsroom
2019-03-19,0.0,Apple Newsroom
2019-03-18,0.9998970200713029,MUO - MakeUseOf
2019-03-20,0.0,Apple Newsroom
2019-03-19,0.0,Apple Newsroom
2019-03-19,0.9999930484357545,Softpedia News
2019-03-20,0.9816840994511975,ChannelNews
2019-03-20,0.9826676363511925,SmartHouse
2019-03-18,0.9998765014930587,Jablíčkář
2019-03-20,6.124522200549916e-14,SoyaCincau.com
2019-03-20,0.9988304627522443,The Times of India
2019-03-17,0.999994658663271,Jablíčkář
2019-03-22,7.026539259660783e-05,Make Tech Easier
2019-03-21,0.9999743237815116,Addictive Tips
2019-03-20,0.9998798312177655,groovyPost
2019-03-19,0.9998092602491713,OSXDaily
2019-03-27,0.9999721172488301,AppleInsider
2019-03-22,0.9868373545383867,MacStories
2019-03-27,0.9471810419058382,Business Insider
2019-03-24,1.1876104665661419e-07,T3
2019-03-27,-0.41252367941937723,Mactrast
2019-03-25,0.9999475349503111,MacRumors
2019-03-26,0.9991165000840766,How-To Geek
2019-03-22,0.9325012839743684,The Hacker News
2019-03-22,-0.6700516000370137,Patently Apple
2019-03-22,0.9992387073584024,Tom's Hardware
2019-03-25,0.9959819631334985,VentureBeat
2019-03-25,0.9999970736880739,Wccftech
2019-03-27,1.693697491419533e-10,AppleInsider
2019-03-25,0.9998102899733345,PCMag UK
2019-03-26,0.8616799456066595,MUO - MakeUseOf
2019-03-24,0.8244667107152942,9to5Mac
2019-03-27,0.9999887972022715,Jablíčkář
2019-03-27,0.9999234389685627,AppleInsider
2019-03-25,0.7292310847484176,Apple Newsroom
2019-03-27,1.9275967587443878e-08,POST-COURIER
2019-03-27,0.9998067421861417,OSXDaily
2019-03-25,0.9999990574021231,OSXDaily
2019-03-22,7.026539259660783e-05,Make Tech Easier
2019-03-22,0.9997675527616786,Ubergizmo
2019-04-01,0.9999964265860088,CNET
2019-03-29,0.9999944454551001,PCMag
2019-03-27,0.9999721172488301,AppleInsider
2019-04-01,0.9999609640603396,Tom's Guide
2019-03-29,0.9999968616639731,iClarified
2019-03-27,0.9471810419058382,Business Insider
2019-03-27,-0.41252367941937723,Mactrast
2019-03-30,0.9999381842946542,Fstoppers
2019-03-28,0.9989950743237517,MacRumors
2019-03-28,0.9999906324516371,9to5Mac
2019-03-27,1.693697491419533e-10,AppleInsider
2019-03-29,0.99897436760317,Cult of Mac
2019-03-27,0.9999887972022715,Jablíčkář
2019-03-29,6.6269041164703815e-09,AppleInsider
2019-03-27,1.9275967587443878e-08,POST-COURIER
2019-03-27,0.9999234389685627,AppleInsider
2019-03-27,0.9998067421861417,OSXDaily
2019-04-01,0.9998261130586263,Alphr
2019-04-04,0.9990065085172186,SentinelOne
2019-04-05,0.9999210915078395,AppleInsider
2019-04-04,0.9996700657445631,PCMag
2019-04-01,0.9999964265860088,CNET
2019-04-03,0.9999392037471818,Daring Fireball
2019-04-02,0.8775169525090368,Uber
2019-04-03,0.997300821462776,9to5Mac
2019-04-05,0.9973452947037279,Kaspersky
2019-04-02,0.9984249102821567,Macworld
2019-04-01,0.9999609640603396,Tom's Guide
2019-04-05,0.9999998073419483,MacRumors
2019-04-03,0.9999925895898005,PCMag
2019-04-03,0.9996343585588187,CNET
2019-04-04,0.9991674544904166,How-To Geek
2019-04-05,0.9719659071106704,9to5Mac
2019-04-05,0.9970290772699861,Tom's Guide
2019-04-04,0.9975492896240084,AppleInsider
2019-04-02,0.9840031916083226,TechRadar
2019-04-06,0.999998098279178,Techgage
2019-04-03,0.9950432157814675,How-To Geek
2019-04-05,0.9994418066092147,How-To Geek
2019-04-02,0.9950863698051802,Addictive Tips
2019-04-02,0.9835641983471887,OSXDaily
2019-04-01,0.9998261130586263,Alphr
2019-04-10,0.9975068924200301,Six Colors
2019-04-10,0.9999969230157814,MacStories
2019-04-08,0.9976067748397123,ZDNet
2019-04-11,0.9919713099876637,MUO - MakeUseOf
2019-04-09,0.9999890071609665,Macworld
2019-04-09,0.9990217410185587,MacRumors
2019-04-09,0.9999983161663171,AppleInsider
2019-04-10,0.999998289595566,9to5Mac
2019-04-11,0.9999670629541488,TechRadar
2019-04-09,0.946140312427696,Digital Trends
2019-04-09,0.9992233551064305,SentinelOne
2019-04-09,0.999980470942755,VentureBeat
2019-04-11,0.9999089175282455,Cult of Mac
2019-04-08,0.9999544227547151,How-To Geek
2019-04-11,0.9997106639250549,PCMag UK
2019-04-09,0.9999377680067787,MacRumors
2019-04-06,0.999998098279178,Techgage
2019-04-09,0.9993136148762513,AppleInsider
2019-04-09,0.9998521561365674,MacRumors
2019-04-09,0.9997525586410422,MacRumors
2019-04-11,0.9324754839220037,OSXDaily
2019-04-09,0.9999230819630857,Addictive Tips
2019-04-09,0.9842122046241308,Dignited
2019-04-16,2.905064956350391e-06,The Verge
2019-04-11,0.9919713099876637,MUO - MakeUseOf
2019-04-16,0.9999787379316366,Macworld
2019-04-16,0.04057074595759644,Yahoo Finance
2019-04-16,0.9998858665459059,AppleInsider
2019-04-11,0.9999670629541488,TechRadar
2019-04-14,0.9999313195720272,9to5Mac
2019-04-11,0.9999089175282455,Cult of Mac
2019-04-16,0.9958325826365692,Wccftech
2019-04-11,0.9997106639250549,PCMag UK
2019-04-15,0.9994042590965491,TechRepublic
2019-04-16,0.9999308065160919,MacRumors
2019-04-14,0.9999616834371762,Macworld
2019-04-15,0.999893426191411,YourStory
2019-04-16,0.9987301618639706,TechRadar
2019-04-15,0.9993165054150314,Macworld
2019-04-11,0.9324754839220037,OSXDaily
2019-04-14,0.9998995651080841,OSXDaily
2019-04-16,2.905064956350391e-06,The Verge
2019-04-17,0.9999967321385563,Macworld
2019-04-19,0.9999851471872853,9to5Mac
2019-04-17,0.9991506432474329,SentinelOne
2019-04-16,0.04057074595759644,Yahoo Finance
2019-04-16,0.9998858665459059,AppleInsider
2019-04-19,0.9991888159884427,TechCrunch
2019-04-17,0.999044682522061,BleepingComputer
2019-04-19,0.999960474728602,MacRumors
2019-04-16,0.9999787379316366,Macworld
2019-04-17,0.99934971243521,How-To Geek
2019-04-21,0.9999892554798919,The Indian Express
2019-04-16,0.9987301618639706,TechRadar
2019-04-17,0.9937754755832992,TechCrunch
2019-04-18,0.9999592681687077,9to5Mac
2019-04-16,0.9999308065160919,MacRumors
2019-04-17,0.9963190239791679,AppleInsider
2019-04-20,0.99912464391228,Daily Pioneer
2019-04-20,0.6982331609709582,Digital Information World
2019-04-17,0.9999191590598431,OSXDaily
2019-04-23,0.9974881368787261,Macworld
2019-04-24,0.9999961686720047,9to5Mac
2019-04-25,0.9999756286605684,SentinelOne
2019-04-22,0.9993300373720785,Pocket-lint
2019-04-24,0.9998086437290379,BleepingComputer
2019-04-22,0.9999434160817636,MacRumors
2019-04-21,0.9999892554798919,The Indian Express
2019-04-26,0.9980349474310972,Macworld
2019-04-24,0.9766612407698919,MacStories
2019-04-25,0.9993313704036791,How-To Geek
2019-04-24,0.7957627762656787,The Verge
2019-04-24,0.9996512589075072,Komando
2019-04-23,3.733382029941594e-06,Macworld
2019-04-23,0.9995428402316776,Macworld
2019-04-26,0.47674799264425755,Ars Technica
2019-04-24,0.9996197571908517,OSXDaily
2019-04-30,0.38741726283157785,AppleInsider
2019-04-30,0.945809039428206,TechCrunch
2019-05-01,0.9999482630930413,MacRumors
2019-04-26,0.9980349474310972,Macworld
2019-04-29,0.9995336355381829,Expert Reviews
2019-04-30,0.9998930947408129,Letem světem Applem
2019-04-30,0.998970039785633,Cult of Mac
2019-04-30,0.939614519192751,SlashGear
2019-04-29,0.9993854086221499,9to5Mac
2019-05-01,0.9998321374413063,MacRumors
2019-04-29,0.9999829909954243,Macworld
2019-04-30,0.9999857524023903,POST-COURIER
2019-04-29,0.0001418015893836686,AppleInsider
2019-04-30,0.9999900016456893,Macworld
2019-05-01,0.9730506962061075,Addictive Tips
2019-05-05,0.9006533735151442,Macworld
2019-05-06,0.9998454133226239,Laptop Mag
2019-05-01,0.9999482630930413,MacRumors
2019-05-06,0.9999950273198943,The Verge
2019-05-02,-0.9881438740840102,AppleInsider
2019-05-02,0.9999415070043897,TrustedReviews
2019-05-03,0.999397767422634,MacRumors
2019-05-06,0.9991989991203671,iMore
2019-05-06,0.999973073965518,iPhone in Canada
2019-05-06,0.9999155294075333,MacRumors
2019-05-06,0.9997572911638484,MacRumors
2019-05-01,0.9998321374413063,MacRumors
2019-05-03,0.999621627778289,MacRumors
2019-05-01,0.9730506962061075,Addictive Tips
2019-05-06,0.9937355463734353,The Mac Observer
2019-05-02,-0.9977752532557888,MacRumors
2019-05-06,0.9998454133226239,Laptop Mag
2019-05-08,0.9974663773184506,iMore
2019-05-09,0.9999906250099138,TechRadar
2019-05-06,0.9999950273198943,The Verge
2019-05-06,0.9999155294075333,MacRumors
2019-05-07,0.999967344722258,VentureBeat
2019-05-11,0.9997778582403786,The Apple Post
2019-05-09,0.9939975795262138,Yahoo Finance
2019-05-07,0.9999508777605663,Cult of Mac
2019-05-07,0.99952432513785,BleepingComputer
2019-05-06,0.9997572911638484,MacRumors
2019-05-09,0.999995771488426,Laptop Mag
2019-05-10,0.999981903197179,VentureBeat
2019-05-06,0.999973073965518,iPhone in Canada
2019-05-06,0.9991989991203671,iMore
2019-05-07,0.9998296249447021,MacRumors
2019-05-10,0.9998833396176762,iMore
2019-05-06,0.9937355463734353,The Mac Observer
2019-05-07,0.9952117107752316,TechJunkie
2019-05-11,0.9998159911146769,OSXDaily
2019-05-07,0.9996852896996719,TechJunkie
2019-05-13,0.9999978545357948,ITPro
2019-05-15,0.00013602456109704532,Business Insider
2019-05-14,0.9999792382853441,Macworld
2019-05-11,0.9997778582403786,The Apple Post
2019-05-13,0.9999366729285446,MacRumors
2019-05-14,0.9929587905634278,How-To Geek
2019-05-16,-0.9999537108350847,ZDNet
2019-05-12,0.9993532272253084,Digital Trends
2019-05-15,-0.9191368139543721,Tom's Hardware
2019-05-14,0.9995905874351365,iMore
2019-05-13,0.005037482218016192,Macworld
2019-05-14,0.3808876094970904,9to5Mac
2019-05-13,0.9999733481159442,Business Insider
2019-05-14,0.9994591930907264,MacRumors
2019-05-14,0.9999973801743041,Business Insider
2019-05-15,0.9999265582508167,MacRumors
2019-05-14,1.1157157554266576e-11,Make Tech Easier
2019-05-11,0.9998159911146769,OSXDaily
2019-05-13,0.9999641882887513,OSXDaily
2019-05-18,0.9499201607606866,9to5Mac
2019-05-20,0.7278209506175684,Windows Blog
2019-05-20,0.29738817880351875,Ars Technica
2019-05-17,0.9991607880630159,Macworld
2019-05-21,0.9999868193664667,TNW
2019-05-20,0.9970098506319091,TechRadar
2019-05-16,-0.9999537108350847,ZDNet
2019-05-20,0.7431594391914879,MacRumors
2019-05-17,0.9999709679193205,Mactrast
2019-05-18,0.9999888082736611,9to5Mac
2019-05-20,0.9996348614134444,TechSpot
2019-05-20,0.9991241522061457,Cult of Mac
2019-05-21,0.9999349818334484,BetaNews
2019-05-20,0.9999215030860652,Macworld
2019-05-20,0.9728076296571723,ZDNet
2019-05-20,0.9998848418210101,9to5Mac
2019-05-21,0.9846087830523245,Macworld
2019-05-21,0.9999947603567352,Macworld
2019-05-21,0.999786837150798,WindowsLatest
2019-05-19,0.9996674605604993,malavida.com
2019-05-25,0.9995891164088864,AppleInsider
2019-05-21,0.9999868193664667,TNW
2019-05-22,0.9997440104643189,Stuff
2019-05-22,0.9999882860884045,MacRumors
2019-05-21,0.9846087830523245,Macworld
2019-05-22,0.9999994730452059,MobileSyrup
2019-05-21,0.9999349818334484,BetaNews
2019-05-21,0.9999947603567352,Macworld
2019-05-24,1.0138064380375004e-07,Make Tech Easier
2019-05-23,0.9998466728283092,The Mac Observer
2019-05-21,0.999786837150798,WindowsLatest
2019-05-29,0.999766297180051,SentinelOne
2019-05-28,0.9999914218292275,MacRumors
2019-05-31,0.9999744744075154,Lifewire
2019-05-27,0.9999799638109059,9to5Mac
2019-05-28,0.226239650028485,Threatpost
2019-05-29,0.9999455796789174,Six Colors
2019-05-29,0.9999984317711041,MacRumors
2019-05-29,0.9992588339746525,Softpedia News
2019-05-29,0.9560489688737591,Macworld
2019-05-31,0.9976758691280206,SoyaCincau.com
2019-05-31,0.9942949950591116,MacRumors
2019-05-30,0.9993687829079634,OSXDaily
2019-05-31,0.9963102483589461,Addictive Tips
2019-05-29,1.7026750022542783e-05,H2S Media
2019-05-28,0.9999859246672483,Appuals
2019-06-03,0.9998270042713517,Apple Newsroom
2019-06-04,0.9986651291344325,TNW
2019-06-04,0.9979457037559629,The Verge
2019-06-03,0.9999497318239308,AppleInsider
2019-06-03,0.9992301506990044,Lonely Planet Travel News
2019-06-03,0.9999744892737366,TidBITS
2019-05-31,0.9999744744075154,Lifewire
2019-06-04,0.9994209731823817,ZDNet
2019-06-03,0.9989834470373827,Inverse
2019-05-31,0.9930040769391687,Bloomberg
2019-06-03,0.9999815072384927,MacRumors
2019-06-04,0.9999415504159637,AppleInsider
2019-06-03,0.9999807511256454,TNW
2019-06-04,0.9529220175286872,The Verge
2019-06-03,0.999973334199312,AppleInsider
2019-06-03,0.9999742821924273,Apple Newsroom
2019-06-04,0.8586569444851707,AppleInsider
2019-06-03,0.9999092343162118,AppleInsider
2019-06-03,0.9999968977200275,The Verge
2019-06-04,0.9994089337850602,Beebom
2019-06-03,0.9872925615527754,CNET
2019-06-04,0.9879811874287586,Appleosophy
2019-06-04,0.0018816509176889937,TechRadar
2019-06-03,0.9963264175667057,Express
2019-06-02,0.603270285913264,WIRED
2019-06-03,0.9932525211627824,DJ Techtools
2019-06-04,0.9999888036475133,PR Newswire
2019-06-03,0.9999982675032822,CNET
2019-06-03,0.775760830483496,The Verge
2019-06-03,0.997865094552357,MacRumors
2019-05-31,0.9942949950591116,MacRumors
2019-06-03,0.9999812101299138,The Guardian
2019-06-03,0.9590910718207727,TechRadar
2019-06-04,0.998921968042195,MacRumors
2019-06-04,0.9999987562311289,9to5Mac
2019-06-03,-0.9783962863574778,Markets Insider
2019-06-04,0.999998890906909,Six Colors
2019-06-03,0.9992085765490135,VentureBeat
2019-06-03,0.9317248150827612,MacRumors
2019-06-03,0.7193691800867505,The Verge
2019-06-03,0.9999866386193964,Cult of Mac
2019-06-03,0.9999396952411348,TechSpot
2019-06-04,0.9999921394907793,Macworld
2019-06-04,0.9997670675807432,TIME
2019-06-01,-0.9873713448891537,WIRED
2019-06-04,0.9638025108097926,Laptop Mag
2019-06-03,0.9996117606851035,The Verge
