date,bitcoin_sentiment,source
2019-02-02,-0.0,Investing Haven
2019-02-01,0.9957833598914865,Bahamas Tribune
2019-02-02,0.9972512117600727,Bitcoin.com News
2019-01-31,0.9999971864750932,bitcoinke.io
2019-02-02,0.877244774541201,ZyCrypto
2019-01-31,0.9999938486492582,Fintech News Malaysia
2019-01-30,0.9991466411687933,The Georgia Straight
2019-02-02,1.553456911192994e-14,Blockonomi
2019-01-31,0.999932797448606,ChainBits
2019-02-01,0.9991413506707886,BlockPublisher
2019-02-04,0.9996071481615915,Nature.com
2019-02-05,0.9999923315268681,Bitcoin Magazine
2019-02-05,-0.9999956924788709,ABC News
2019-02-04,0.9997402351911261,The Guardian
2019-02-05,0.9079696367705479,The Seattle Times
2019-02-04,0.9829319132662623,BBC.com
2019-02-04,0.9992591485726436,Forbes
2019-02-05,0.7871231185048475,Coinbase
2019-02-05,0.9999733265252924,Nature.com
2019-02-05,-0.44891717937261494,WIRED
2019-02-04,-0.9999916099419651,The Hacker News
2019-02-04,0.9995595777247767,Crain's New York Business
2019-02-05,0.9878561223371028,The Independent
2019-02-04,1.0991008721639856e-13,Cointelegraph
2019-02-04,0.9992722455411607,Sacramento Bee
2019-02-05,-0.9999558815918589,Forbes
2019-02-04,0.9994040187416237,Forbes
2019-02-05,0.9962617758222901,CoinDesk
2019-02-05,0.9978699421399013,SmartCompany
2019-02-03,0.9999336411163501,SiliconANGLE News
2019-02-05,0.9997826408680454,Bloomberg
2019-02-04,-0.9992680899991783,CBC.ca
2019-02-05,0.998498855035565,Business Wire
2019-02-05,0.9999427529961034,The Mercury News
2019-02-04,0.9996931540772066,Kraken Blog
2019-02-05,-0.9944047328770067,CNN
2019-02-05,0.9999339162108754,The New York Times
2019-02-04,0.9727816422345987,Cointelegraph
2019-02-04,0.9998758877781955,Bitcoin.com News
2019-02-05,0.9999532887594133,Bitcoin.com News
2019-02-05,0.9802932408527381,CBC.ca
2019-02-04,0.999816647198568,Bitcoin.com News
2019-02-05,0.9868185871109454,코리아타임스
2019-02-04,0.9993899394877535,Seeking Alpha
2019-02-04,0.8452350894497298,BTC Wires
2019-02-04,0.9999929065385784,Coinspeaker
2019-02-05,0.9939697190784506,pitpass.com
2019-02-04,0.7181690150277389,CoinGeek
2019-02-04,0.9999231260539279,FinSMEs
2019-02-04,0.998582372170644,Trend Micro
2019-02-05,3.9278771255229616e-10,The Daily Hodl
2019-02-05,0.9998480792533485,The Times
2019-02-05,0.9999963964285473,CryptoNinjas
2019-02-05,0.9969512768202821,Sky News
2019-02-05,0.9995356915967366,Sydney Morning Herald
2019-02-05,-0.9629251184472873,CBC.ca
2019-02-04,0.9992733579024153,Bitcoin.com News
2019-02-05,0.9905397803023425,The Globe and Mail
2019-02-05,0.9999034441835726,Global News
2019-02-05,0.9999377675822443,FormulaRapida
2019-02-04,0.9998612534355088,CryptoDaily
2019-02-05,0.9967902436666893,HYPEBEAST
2019-02-04,0.7703141754185201,CoinGeek
2019-02-03,0.06342235471350921,Altcoin Buzz
2019-02-04,0.9988306784897942,The Daily Hodl
2019-02-04,0.9997816399676083,hackernoon.com
2019-02-05,1.2606726591716399e-06,The Signal
2019-02-04,-0.9554342900210034,Global News
2019-02-05,0.9845637597656696,Royal Gazette
2019-02-05,0.9999129924869639,The Daily Hodl
2019-02-04,0.979328952575807,New Straits Times
2019-02-05,0.9999337062329425,Arabian Business
2019-02-05,0.9999890878474772,NewsBTC
2019-02-05,0.9999733265252924,Nature.com
2019-02-05,0.9999923315268681,Bitcoin Magazine
2019-02-05,-0.9999956924788709,ABC News
2019-02-05,0.9079696367705479,The Seattle Times
2019-02-05,0.7871231185048475,Coinbase
2019-02-05,-0.9999558815918589,Forbes
2019-02-06,0.9980170144429851,BBC.com
2019-02-06,0.9999260468077431,Bitcoin.com News
