,Den,Apple
161,2019-06-11,12.44131455399061
162,2019-06-12,12.910798122065728
163,2019-06-13,9.154929577464788
164,2019-06-14,5.868544600938967
165,2019-06-15,5.868544600938967
166,2019-06-16,5.868544600938967
167,2019-06-17,5.868544600938967
168,2019-06-18,5.633802816901408
169,2019-06-19,5.633802816901408
170,2019-06-20,5.633802816901408
171,2019-06-21,5.633802816901408
172,2019-06-22,5.633802816901408
173,2019-06-23,6.103286384976526
174,2019-06-24,5.39906103286385
175,2019-06-25,5.633802816901408
176,2019-06-26,5.633802816901408
177,2019-06-27,8.450704225352112
178,2019-06-28,11.267605633802816
179,2019-06-29,11.971830985915494
180,2019-06-30,11.971830985915494
181,2019-07-01,11.505832449628844
182,2019-07-02,11.275715800636268
183,2019-07-03,8.284199363732768
184,2019-07-04,5.2926829268292686
185,2019-07-05,5.2926829268292686
186,2019-07-06,5.752916224814422
187,2019-07-07,5.983032873806999
188,2019-07-08,5.752916224814422
189,2019-07-09,7.133616118769884
190,2019-07-10,5.983032873806999
191,2019-07-11,8.744432661717921
192,2019-07-12,6.443266171792153
193,2019-07-13,6.903499469777307
194,2019-07-14,6.903499469777307
195,2019-07-15,7.823966065747614
196,2019-07-16,7.133616118769884
197,2019-07-17,6.67338282078473
198,2019-07-18,6.67338282078473
199,2019-07-19,6.213149522799576
200,2019-07-20,6.443266171792153
201,2019-07-21,6.443266171792153
202,2019-07-22,6.443266171792153
203,2019-07-23,6.443266171792153
204,2019-07-24,6.213149522799576
205,2019-07-25,6.213149522799576
206,2019-07-26,6.67338282078473
207,2019-07-27,7.133616118769884
208,2019-07-28,7.133616118769884
209,2019-07-29,6.903499469777307
210,2019-07-30,7.133616118769884
211,2019-07-31,8.054082714740192
212,2019-08-01,12.7875
213,2019-08-02,13.2525
214,2019-08-03,13.485
215,2019-08-04,13.95
216,2019-08-05,12.7875
217,2019-08-06,13.02
218,2019-08-07,8.37
219,2019-08-08,6.7425
220,2019-08-09,5.347499999999999
221,2019-08-10,6.2775
222,2019-08-11,6.51
223,2019-08-12,6.51
224,2019-08-13,6.2775
225,2019-08-14,6.2775
226,2019-08-15,7.672499999999999
227,2019-08-16,10.462499999999999
228,2019-08-17,11.16
229,2019-08-18,10.462499999999999
230,2019-08-19,10.694999999999999
231,2019-08-20,10.927499999999998
232,2019-08-21,10.462499999999999
233,2019-08-22,10.462499999999999
234,2019-08-23,10.927499999999998
235,2019-08-24,8.1375
236,2019-08-25,6.7425
237,2019-08-26,6.2775
238,2019-08-27,6.2775
239,2019-08-28,6.51
240,2019-08-29,6.51
241,2019-08-30,6.7425
242,2019-08-31,6.975
243,2019-09-01,7.631859756097562
244,2019-09-01,9.427591463414634
245,2019-09-02,8.978658536585366
246,2019-09-03,8.978658536585366
247,2019-09-04,8.08079268292683
248,2019-09-05,8.08079268292683
249,2019-09-06,8.08079268292683
250,2019-09-07,17.95731707317073
251,2019-09-08,10.77439024390244
252,2019-09-09,14.814786585365853
253,2019-09-10,40.85289634146341
254,2019-09-11,31.425304878048784
255,2019-09-12,29.18064024390244
256,2019-09-13,27.384908536585368
257,2019-09-14,22.446646341463417
258,2019-09-15,20.650914634146343
259,2019-09-16,18.406250000000004
260,2019-09-17,20.201981707317074
261,2019-09-18,19.753048780487806
262,2019-09-19,12.570121951219512
263,2019-09-20,13.916920731707318
264,2019-09-21,20.201981707317074
265,2019-09-22,25.589176829268293
266,2019-09-23,26.038109756097562
267,2019-09-24,26.038109756097562
268,2019-09-25,26.038109756097562
269,2019-09-26,24.691310975609756
270,2019-09-27,20.650914634146343
271,2019-09-28,20.650914634146343
272,2019-09-29,20.650914634146343
273,2019-09-30,18.85518292682927
274,2019-10-01,11.224137931034484
275,2019-10-02,8.017241379310345
276,2019-10-03,8.418103448275863
277,2019-10-04,8.418103448275863
278,2019-10-05,8.418103448275863
279,2019-10-06,8.818965517241379
280,2019-10-07,7.616379310344828
281,2019-10-08,7.616379310344828
282,2019-10-09,7.616379310344828
283,2019-10-10,7.616379310344828
284,2019-10-11,8.418103448275863
285,2019-10-12,8.418103448275863
286,2019-10-13,8.418103448275863
287,2019-10-14,8.017241379310345
288,2019-10-15,7.2155172413793105
289,2019-10-16,8.017241379310345
290,2019-10-17,8.818965517241379
291,2019-10-18,8.418103448275863
292,2019-10-19,9.219827586206897
293,2019-10-20,9.620689655172415
294,2019-10-21,8.418103448275863
295,2019-10-22,8.418103448275863
296,2019-10-23,8.017241379310345
297,2019-10-24,8.017241379310345
298,2019-10-25,8.818965517241379
299,2019-10-26,9.219827586206897
300,2019-10-27,8.818965517241379
301,2019-10-28,10.823275862068966
302,2019-10-29,11.625
303,2019-10-30,13.629310344827589
304,2019-10-31,14.831896551724139
305,2019-11-01,13.536918869644483
306,2019-11-02,11.075660893345487
307,2019-11-03,11.075660893345487
308,2019-11-04,10.255241567912488
309,2019-11-05,9.84503190519599
310,2019-11-06,9.84503190519599
311,2019-11-07,9.43482224247949
312,2019-11-08,9.84503190519599
313,2019-11-09,10.665451230628989
314,2019-11-10,10.665451230628989
315,2019-11-11,14.767547857793982
316,2019-11-12,15.998176845943481
317,2019-11-13,16.40838650865998
318,2019-11-14,15.587967183226983
319,2019-11-15,15.998176845943481
320,2019-11-16,17.639015496809478
321,2019-11-17,18.45943482224248
322,2019-11-18,17.22880583409298
323,2019-11-19,15.998176845943481
324,2019-11-20,13.126709206927984
325,2019-11-21,15.17775752051048
326,2019-11-22,14.357338195077483
327,2019-11-23,17.22880583409298
328,2019-11-24,18.45943482224248
329,2019-11-25,16.40838650865998
330,2019-11-26,14.767547857793982
331,2019-11-27,14.767547857793982
332,2019-11-28,20.510483135824977
333,2019-11-29,32.81677301731996
334,2019-11-30,18.049225159525978
335,2019-12-01,17.283185840707965
336,2019-12-02,20.575221238938052
337,2019-12-03,15.63716814159292
338,2019-12-04,12.34513274336283
339,2019-12-05,12.34513274336283
340,2019-12-06,14.402654867256636
341,2019-12-07,14.402654867256636
342,2019-12-08,13.579646017699114
343,2019-12-09,12.756637168141593
344,2019-12-10,12.34513274336283
345,2019-12-11,13.579646017699114
346,2019-12-12,16.46017699115044
347,2019-12-13,16.048672566371682
348,2019-12-14,15.225663716814157
349,2019-12-15,14.814159292035397
350,2019-12-16,13.991150442477876
351,2019-12-17,13.991150442477876
352,2019-12-18,13.991150442477876
353,2019-12-19,13.168141592920353
354,2019-12-20,14.402654867256636
355,2019-12-21,18.51769911504425
356,2019-12-22,18.106194690265486
357,2019-12-23,16.871681415929203
358,2019-12-24,14.402654867256636
359,2019-12-25,19.34070796460177
360,2019-12-26,18.51769911504425
361,2019-12-27,16.048672566371682
362,2019-12-28,14.402654867256636
363,2019-12-29,13.168141592920353
364,2019-12-30,13.168141592920353
365,2019-12-31,11.110619469026547
366,2020-01-01,11.875621890547263
367,2020-01-02,12.299751243781094
368,2020-01-03,13.572139303482585
369,2020-01-04,13.572139303482585
370,2020-01-05,11.875621890547263
371,2020-01-06,11.451492537313431
372,2020-01-07,11.0273631840796
373,2020-01-08,10.60323383084577
374,2020-01-09,11.0273631840796
375,2020-01-10,10.60323383084577
376,2020-01-11,11.0273631840796
377,2020-01-12,11.451492537313431
378,2020-01-13,13.148009950248756
379,2020-01-14,10.17910447761194
380,2020-01-15,9.754975124378108
381,2020-01-16,9.754975124378108
382,2020-01-17,9.754975124378108
383,2020-01-18,11.0273631840796
384,2020-01-19,11.0273631840796
385,2020-01-20,12.723880597014922
386,2020-01-21,12.299751243781094
387,2020-01-22,9.754975124378108
388,2020-01-23,9.754975124378108
389,2020-01-24,9.754975124378108
390,2020-01-25,10.17910447761194
391,2020-01-26,9.754975124378108
392,2020-01-27,9.330845771144277
393,2020-01-28,9.330845771144277
394,2020-01-29,9.754975124378108
395,2020-01-30,11.451492537313431
396,2020-01-31,11.875621890547263
397,2020-02-01,11.762237762237762
398,2020-02-02,12.167832167832167
399,2020-02-03,10.13986013986014
400,2020-02-04,8.923076923076923
401,2020-02-05,8.923076923076923
402,2020-02-06,8.923076923076923
403,2020-02-07,8.517482517482518
404,2020-02-08,9.734265734265735
405,2020-02-09,10.13986013986014
406,2020-02-10,8.923076923076923
407,2020-02-11,10.545454545454547
408,2020-02-12,11.762237762237762
409,2020-02-13,10.545454545454547
410,2020-02-14,8.923076923076923
411,2020-02-15,10.13986013986014
412,2020-02-16,10.545454545454547
413,2020-02-17,9.32867132867133
414,2020-02-18,8.923076923076923
415,2020-02-19,9.32867132867133
416,2020-02-20,9.734265734265735
417,2020-02-21,9.32867132867133
418,2020-02-22,10.951048951048952
419,2020-02-23,13.384615384615385
420,2020-02-24,8.923076923076923
421,2020-02-25,8.923076923076923
422,2020-02-26,8.923076923076923
423,2020-02-27,8.923076923076923
424,2020-02-28,9.734265734265735
425,2020-02-29,12.97902097902098
426,2020-03-01,13.882045929018787
427,2020-03-02,11.778705636743213
428,2020-03-03,15.144050104384132
429,2020-03-04,15.144050104384132
430,2020-03-05,10.937369519832984
431,2020-03-06,10.937369519832984
432,2020-03-07,12.199373695198327
433,2020-03-08,11.778705636743213
434,2020-03-09,10.516701461377869
435,2020-03-10,15.144050104384132
436,2020-03-11,11.358037578288098
437,2020-03-12,9.254697286012524
438,2020-03-13,9.67536534446764
439,2020-03-14,11.358037578288098
440,2020-03-15,18.930062630480165
441,2020-03-16,11.358037578288098
442,2020-03-17,17.247390396659707
443,2020-03-18,12.620041753653442
444,2020-03-19,10.937369519832984
445,2020-03-20,10.516701461377869
446,2020-03-21,11.778705636743213
447,2020-03-22,10.937369519832984
448,2020-03-23,10.096033402922755
449,2020-03-24,10.516701461377869
450,2020-03-25,14.302713987473902
451,2020-03-26,15.144050104384132
452,2020-03-27,15.144050104384132
453,2020-03-28,16.82672233820459
454,2020-03-29,16.82672233820459
455,2020-03-30,15.144050104384132
456,2020-03-31,15.564718162839245
457,2020-04-01,16.425013203157338
458,2020-04-02,17.65688919339414
459,2020-04-03,16.835638533236274
460,2020-04-04,18.88876518363094
461,2020-04-05,18.067514523473072
462,2020-04-06,16.425013203157338
463,2020-04-07,18.067514523473072
464,2020-04-08,21.35251716410454
465,2020-04-09,24.226894474657076
466,2020-04-10,23.405643814499207
467,2020-04-11,26.280021125051743
468,2020-04-12,27.922522445367477
469,2020-04-13,27.511897115288544
470,2020-04-14,28.743773105525342
471,2020-04-15,41.06253300789335
472,2020-04-16,40.241282347735485
473,2020-04-17,37.77753036726188
474,2020-04-18,36.54565437702508
475,2020-04-19,33.26065173639361
476,2020-04-20,29.565023765683208
477,2020-04-21,29.154398435604275
478,2020-04-22,29.975649095762144
479,2020-04-23,34.492527726630414
480,2020-04-24,35.31377838678828
481,2020-04-25,37.366905037182946
482,2020-04-26,39.42003168757761
483,2020-04-27,35.31377838678828
484,2020-04-28,33.26065173639361
485,2020-04-29,35.724403716867215
486,2020-04-30,34.90315305670934
487,2020-04-30,33.81242952368718
488,2020-05-01,38.83157894736842
489,2020-05-02,38.83157894736842
490,2020-05-03,38.83157894736842
491,2020-05-04,41.11578947368421
492,2020-05-05,44.5421052631579
493,2020-05-06,35.40526315789474
494,2020-05-07,35.40526315789474
495,2020-05-08,33.12105263157895
496,2020-05-09,37.689473684210526
497,2020-05-10,37.689473684210526
498,2020-05-11,33.12105263157895
499,2020-05-12,33.12105263157895
500,2020-05-13,33.12105263157895
501,2020-05-14,36.54736842105263
502,2020-05-15,36.54736842105263
503,2020-05-16,36.54736842105263
504,2020-05-17,36.54736842105263
505,2020-05-18,34.26315789473684
506,2020-05-19,34.26315789473684
507,2020-05-20,31.978947368421053
508,2020-05-21,31.978947368421053
509,2020-05-22,34.26315789473684
510,2020-05-23,34.26315789473684
511,2020-05-24,35.40526315789474
512,2020-05-25,30.83684210526316
513,2020-05-26,31.978947368421053
514,2020-05-27,30.83684210526316
515,2020-05-28,31.978947368421053
516,2020-05-29,30.83684210526316
517,2020-05-30,31.978947368421053
518,2020-05-31,33.12105263157895
519,2020-06-01,30.3638368246968
520,2020-06-02,33.73759647188533
521,2020-06-03,30.3638368246968
522,2020-06-04,31.488423373759645
523,2020-06-05,31.488423373759645
524,2020-06-06,35.98676957001102
525,2020-06-07,37.11135611907387
526,2020-06-08,30.3638368246968
527,2020-06-09,33.73759647188533
528,2020-06-10,35.98676957001102
529,2020-06-11,33.73759647188533
530,2020-06-12,33.73759647188533
531,2020-06-13,34.86218302094818
532,2020-06-14,34.86218302094818
533,2020-06-15,31.488423373759645
534,2020-06-16,34.86218302094818
535,2020-06-17,32.61300992282249
536,2020-06-18,35.98676957001102
537,2020-06-19,32.61300992282249
538,2020-06-20,32.61300992282249
539,2020-06-21,35.98676957001102
540,2020-06-22,39.360529217199556
541,2020-06-23,37.11135611907387
542,2020-06-24,35.98676957001102
543,2020-06-25,31.488423373759645
544,2020-06-26,34.86218302094818
545,2020-06-27,33.73759647188533
546,2020-06-28,35.98676957001102
547,2020-06-29,31.488423373759645
548,2020-06-30,35.98676957001102
549,2020-07-01,31.944162436548222
550,2020-07-02,28.52157360406091
551,2020-07-03,25.098984771573605
552,2020-07-04,29.662436548223347
553,2020-07-05,30.803299492385783
554,2020-07-06,26.239847715736037
555,2020-07-07,23.958121827411166
556,2020-07-08,26.239847715736037
557,2020-07-09,28.52157360406091
558,2020-07-10,29.662436548223347
559,2020-07-11,33.085025380710654
560,2020-07-12,34.2258883248731
561,2020-07-13,28.52157360406091
562,2020-07-14,28.52157360406091
563,2020-07-15,26.239847715736037
564,2020-07-16,28.52157360406091
565,2020-07-17,28.52157360406091
566,2020-07-18,31.944162436548222
567,2020-07-19,30.803299492385783
568,2020-07-20,27.380710659898472
569,2020-07-21,27.380710659898472
570,2020-07-22,27.380710659898472
571,2020-07-23,27.380710659898472
572,2020-07-24,27.380710659898472
573,2020-07-25,34.2258883248731
574,2020-07-26,34.2258883248731
575,2020-07-27,29.662436548223347
576,2020-07-28,25.098984771573605
577,2020-07-29,26.239847715736037
578,2020-07-30,27.380710659898472
579,2020-07-31,34.2258883248731
580,2020-08-01,34.95678391959799
581,2020-08-02,34.95678391959799
582,2020-08-03,31.77889447236181
583,2020-08-04,31.77889447236181
584,2020-08-05,32.83819095477387
585,2020-08-06,31.77889447236181
586,2020-08-07,31.77889447236181
587,2020-08-08,32.83819095477387
588,2020-08-09,37.07537688442211
589,2020-08-10,30.719597989949747
590,2020-08-11,31.77889447236181
591,2020-08-12,33.89748743718593
592,2020-08-13,40.253266331658295
593,2020-08-14,38.13467336683417
594,2020-08-15,42.37185929648241
595,2020-08-16,42.37185929648241
596,2020-08-17,40.253266331658295
597,2020-08-18,36.016080402010054
598,2020-08-19,30.719597989949747
599,2020-08-20,32.83819095477387
600,2020-08-21,31.77889447236181
601,2020-08-22,34.95678391959799
602,2020-08-23,34.95678391959799
603,2020-08-24,31.77889447236181
604,2020-08-25,30.719597989949747
605,2020-08-26,31.77889447236181
606,2020-08-27,31.77889447236181
607,2020-08-28,30.719597989949747
608,2020-08-29,32.83819095477387
609,2020-08-30,32.83819095477387
610,2020-08-31,30.719597989949747
611,2020-09-01,32.633158289572386
612,2020-09-02,32.633158289572386
613,2020-09-03,32.633158289572386
614,2020-09-04,32.633158289572386
615,2020-09-05,34.883720930232556
616,2020-09-06,36.00900225056264
617,2020-09-07,33.75843960990247
618,2020-09-08,34.883720930232556
619,2020-09-09,33.75843960990247
620,2020-09-10,30.382595648912222
621,2020-09-11,31.507876969242304
622,2020-09-12,43.88597149287321
623,2020-09-13,46.13653413353338
624,2020-09-14,43.88597149287321
625,2020-09-15,108.0270067516879
626,2020-09-16,93.39834958739684
627,2020-09-17,67.51687921980493
628,2020-09-18,63.01575393848461
629,2020-09-19,65.26631657914477
630,2020-09-20,61.890472618154526
631,2020-09-21,54.01350337584395
632,2020-09-22,52.888222055513864
633,2020-09-23,58.51462865716428
634,2020-09-24,55.138784696174035
635,2020-09-25,56.26406601650412
636,2020-09-26,59.63990997749436
637,2020-09-27,52.888222055513864
638,2020-09-28,51.76294073518378
639,2020-09-29,50.6376594148537
640,2020-09-30,49.512378094523626
641,2020-10-01,46.97481279782165
642,2020-10-02,50.33015656909462
643,2020-10-03,50.33015656909462
644,2020-10-04,49.21170864533697
645,2020-10-05,46.97481279782165
646,2020-10-06,51.44860449285228
647,2020-10-07,49.21170864533697
648,2020-10-08,46.97481279782165
649,2020-10-09,46.97481279782165
650,2020-10-10,52.56705241660994
651,2020-10-11,50.33015656909462
652,2020-10-12,54.80394826412525
653,2020-10-13,111.84479237576583
654,2020-10-14,90.59428182437033
655,2020-10-15,58.15929203539823
656,2020-10-16,59.27773995915589
657,2020-10-17,53.6855003403676
658,2020-10-18,49.21170864533697
659,2020-10-19,42.50102110279102
660,2020-10-20,42.50102110279102
661,2020-10-21,46.97481279782165
662,2020-10-22,49.21170864533697
663,2020-10-23,52.56705241660994
664,2020-10-24,52.56705241660994
665,2020-10-25,52.56705241660994
666,2020-10-26,48.09326072157931
667,2020-10-27,46.97481279782165
668,2020-10-28,42.50102110279102
669,2020-10-29,49.21170864533697
670,2020-10-30,49.21170864533697
671,2020-10-31,49.21170864533697
672,2020-11-01,47.628865979381445
673,2020-11-02,46.54639175257732
674,2020-11-03,45.4639175257732
675,2020-11-04,36.80412371134021
676,2020-11-05,40.05154639175258
677,2020-11-06,51.95876288659794
678,2020-11-07,48.71134020618557
679,2020-11-08,49.79381443298969
680,2020-11-09,49.79381443298969
681,2020-11-10,60.61855670103093
682,2020-11-11,57.371134020618555
683,2020-11-12,54.123711340206185
684,2020-11-13,55.20618556701031
685,2020-11-14,55.20618556701031
686,2020-11-15,57.371134020618555
687,2020-11-16,53.04123711340206
688,2020-11-17,51.95876288659794
689,2020-11-18,50.876288659793815
690,2020-11-19,54.123711340206185
691,2020-11-20,56.28865979381443
692,2020-11-21,59.5360824742268
693,2020-11-22,61.701030927835056
694,2020-11-23,57.371134020618555
695,2020-11-24,59.5360824742268
696,2020-11-25,55.20618556701031
697,2020-11-26,68.1958762886598
698,2020-11-27,90.9278350515464
699,2020-11-28,75.77319587628867
700,2020-11-29,62.78350515463918
701,2020-11-30,66.03092783505154
702,2020-12-01,60.638834045302794
703,2020-12-02,52.62993143554582
704,2020-12-03,56.0623182682988
705,2020-12-04,56.0623182682988
706,2020-12-05,59.49470510105179
707,2020-12-06,62.92709193380478
708,2020-12-07,52.62993143554582
709,2020-12-08,60.638834045302794
710,2020-12-09,61.78296298955379
711,2020-12-10,54.91818932404781
712,2020-12-11,53.774060379796815
713,2020-12-12,61.78296298955379
714,2020-12-13,57.206447212549804
715,2020-12-14,53.774060379796815
716,2020-12-15,56.0623182682988
717,2020-12-16,54.91818932404781
718,2020-12-17,54.91818932404781
719,2020-12-18,54.91818932404781
720,2020-12-19,61.78296298955379
721,2020-12-20,59.49470510105179
722,2020-12-21,52.62993143554582
723,2020-12-22,52.62993143554582
724,2020-12-23,52.62993143554582
725,2020-12-24,58.3505761568008
726,2020-12-25,98.39508920558566
727,2020-12-26,92.67444448433069
728,2020-12-27,74.36838137631474
729,2020-12-28,66.35947876655777
730,2020-12-29,61.78296298955379
731,2020-12-29,58.805470797286134
732,2020-12-30,54.339232508884656
733,2020-12-31,50.61736726855009
734,2021-01-01,58.95895895895895
735,2021-01-02,58.18318318318318
736,2021-01-03,56.63163163163163
737,2021-01-04,51.97697697697697
738,2021-01-05,50.42542542542542
739,2021-01-06,51.2012012012012
740,2021-01-07,50.42542542542542
741,2021-01-08,54.3043043043043
742,2021-01-09,57.4074074074074
743,2021-01-10,56.63163163163163
744,2021-01-11,50.42542542542542
745,2021-01-12,47.32232232232232
746,2021-01-13,47.32232232232232
747,2021-01-14,49.649649649649646
748,2021-01-15,47.32232232232232
749,2021-01-16,49.649649649649646
750,2021-01-17,53.52852852852852
751,2021-01-18,45.77077077077077
752,2021-01-19,44.21921921921921
753,2021-01-20,44.99499499499499
754,2021-01-21,44.99499499499499
755,2021-01-22,44.99499499499499
756,2021-01-23,50.42542542542542
757,2021-01-24,48.87387387387387
758,2021-01-25,44.99499499499499
759,2021-01-26,45.77077077077077
760,2021-01-27,48.87387387387387
761,2021-01-28,47.32232232232232
762,2021-01-29,44.99499499499499
763,2021-01-30,51.2012012012012
764,2021-01-31,51.2012012012012
765,2021-02-01,47.57482813326283
766,2021-02-02,46.81967213114754
767,2021-02-03,44.55420412480169
768,2021-02-04,45.30936012691698
769,2021-02-05,47.57482813326283
770,2021-02-06,47.57482813326283
771,2021-02-07,46.81967213114754
772,2021-02-08,40.023268112109996
773,2021-02-09,43.79904812268641
774,2021-02-10,43.79904812268641
775,2021-02-11,41.53358011634056
776,2021-02-12,55.88154415653093
777,2021-02-13,61.9227921734532
778,2021-02-14,65.69857218402962
779,2021-02-15,58.90216816499207
780,2021-02-16,57.3918561607615
781,2021-02-17,56.63670015864622
782,2021-02-18,54.37123215230037
783,2021-02-19,54.37123215230037
784,2021-02-20,56.63670015864622
785,2021-02-21,58.90216816499207
786,2021-02-22,52.10576414595452
787,2021-02-23,46.81967213114754
788,2021-02-24,47.57482813326283
789,2021-02-25,47.57482813326283
790,2021-02-26,50.59545214172395
791,2021-02-27,55.12638815441565
792,2021-02-28,52.10576414595452
793,2021-03-01,51.75067750677508
794,2021-03-02,54.887082204155384
795,2021-03-03,51.75067750677508
796,2021-03-04,49.398373983739845
797,2021-03-05,50.96657633243
798,2021-03-06,53.31887985546523
799,2021-03-07,57.239385727190616
800,2021-03-08,51.75067750677508
801,2021-03-09,61.159891598916
802,2021-03-10,58.80758807588077
803,2021-03-11,57.239385727190616
804,2021-03-12,60.37579042457093
805,2021-03-13,62.728093947606155
806,2021-03-14,62.728093947606155
807,2021-03-15,54.1029810298103
808,2021-03-16,58.023486901535684
809,2021-03-17,58.80758807588077
810,2021-03-18,54.1029810298103
811,2021-03-19,58.80758807588077
812,2021-03-20,62.728093947606155
813,2021-03-21,65.86449864498645
814,2021-03-22,58.80758807588077
815,2021-03-23,53.31887985546523
816,2021-03-24,51.75067750677508
817,2021-03-25,51.75067750677508
818,2021-03-26,57.239385727190616
819,2021-03-27,60.37579042457093
820,2021-03-28,55.67118337850046
821,2021-03-29,51.75067750677508
822,2021-03-30,48.61427280939477
823,2021-03-31,50.18247515808493
