,Den,iMac
187,2019-07-07,75.80431432973806
188,2019-07-08,78.00154083204932
189,2019-07-09,73.60708782742682
190,2019-07-10,69.21263482280432
191,2019-07-11,75.80431432973806
192,2019-07-12,72.5084745762712
193,2019-07-13,71.40986132511557
194,2019-07-14,76.90292758089369
195,2019-07-15,79.10015408320494
196,2019-07-16,76.90292758089369
197,2019-07-17,78.00154083204932
198,2019-07-18,62.620955315870575
199,2019-07-19,64.81818181818183
200,2019-07-20,62.620955315870575
201,2019-07-21,62.620955315870575
202,2019-07-22,70.31124807395994
203,2019-07-23,60.42372881355933
204,2019-07-24,63.7195685670262
205,2019-07-25,60.42372881355933
206,2019-07-26,60.42372881355933
207,2019-07-27,63.7195685670262
208,2019-07-28,65.91679506933745
209,2019-07-29,68.11402157164869
210,2019-07-30,68.11402157164869
211,2019-07-31,65.91679506933745
212,2019-08-01,64.04191616766468
213,2019-08-02,66.17664670658684
214,2019-08-03,62.9745508982036
215,2019-08-04,62.9745508982036
216,2019-08-05,62.9745508982036
217,2019-08-06,68.311377245509
218,2019-08-07,68.311377245509
219,2019-08-08,66.17664670658684
220,2019-08-09,66.17664670658684
221,2019-08-10,64.04191616766468
222,2019-08-11,62.9745508982036
223,2019-08-12,67.24401197604791
224,2019-08-13,70.44610778443115
225,2019-08-14,64.04191616766468
226,2019-08-15,70.44610778443115
227,2019-08-16,78.98502994011977
228,2019-08-17,74.71556886227546
229,2019-08-18,72.5808383233533
230,2019-08-19,72.5808383233533
231,2019-08-20,69.37874251497007
232,2019-08-21,74.71556886227546
233,2019-08-22,66.17664670658684
234,2019-08-23,73.64820359281438
235,2019-08-24,68.311377245509
236,2019-08-25,69.37874251497007
237,2019-08-26,76.85029940119762
238,2019-08-27,70.44610778443115
239,2019-08-28,65.10928143712576
240,2019-08-29,69.37874251497007
241,2019-08-30,72.5808383233533
242,2019-08-31,76.85029940119762
243,2019-09-01,82.30088495575221
244,2019-09-01,73.29922566371681
245,2019-09-02,75.87112831858407
246,2019-09-03,73.29922566371681
247,2019-09-04,72.01327433628319
248,2019-09-05,69.44137168141593
249,2019-09-06,73.29922566371681
250,2019-09-07,72.01327433628319
251,2019-09-08,78.44303097345133
252,2019-09-09,69.44137168141593
253,2019-09-10,75.87112831858407
254,2019-09-11,75.87112831858407
255,2019-09-12,73.29922566371681
256,2019-09-13,78.44303097345133
257,2019-09-14,70.72732300884955
258,2019-09-15,72.01327433628319
259,2019-09-16,72.01327433628319
260,2019-09-17,73.29922566371681
261,2019-09-18,75.87112831858407
262,2019-09-19,70.72732300884955
263,2019-09-20,69.44137168141593
264,2019-09-21,72.01327433628319
265,2019-09-22,77.15707964601769
266,2019-09-23,74.58517699115043
267,2019-09-24,73.29922566371681
268,2019-09-25,86.15873893805309
269,2019-09-26,75.87112831858407
270,2019-09-27,70.72732300884955
271,2019-09-28,79.72898230088495
272,2019-09-29,91.30254424778761
273,2019-09-30,77.15707964601769
274,2019-10-01,74.54394693200663
275,2019-10-02,69.40298507462687
276,2019-10-03,71.97346600331676
277,2019-10-04,66.83250414593698
278,2019-10-05,79.6849087893864
279,2019-10-06,64.2620232172471
280,2019-10-07,75.82918739635157
281,2019-10-08,80.97014925373135
282,2019-10-09,83.54063018242122
283,2019-10-10,73.2587064676617
284,2019-10-11,73.2587064676617
285,2019-10-12,77.11442786069652
286,2019-10-13,88.681592039801
287,2019-10-14,75.82918739635157
288,2019-10-15,73.2587064676617
289,2019-10-16,74.54394693200663
290,2019-10-17,74.54394693200663
291,2019-10-18,75.82918739635157
292,2019-10-19,75.82918739635157
293,2019-10-20,74.54394693200663
294,2019-10-21,80.97014925373135
295,2019-10-22,74.54394693200663
296,2019-10-23,73.2587064676617
297,2019-10-24,71.97346600331676
298,2019-10-25,70.6882255389718
299,2019-10-26,82.25538971807629
300,2019-10-27,74.54394693200663
301,2019-10-28,70.6882255389718
302,2019-10-29,71.97346600331676
303,2019-10-30,75.82918739635157
304,2019-10-31,74.54394693200663
305,2019-11-01,73.56867071152786
306,2019-11-02,81.31274131274132
307,2019-11-03,76.15002757859902
308,2019-11-04,76.15002757859902
309,2019-11-05,72.27799227799228
310,2019-11-06,69.69663541092113
311,2019-11-07,76.15002757859902
312,2019-11-08,76.15002757859902
313,2019-11-09,70.98731384445671
314,2019-11-10,82.6034197462769
315,2019-11-11,73.56867071152786
316,2019-11-12,76.15002757859902
317,2019-11-13,77.4407060121346
318,2019-11-14,73.56867071152786
319,2019-11-15,77.4407060121346
320,2019-11-16,77.4407060121346
321,2019-11-17,80.02206287920575
322,2019-11-18,83.89409817981247
323,2019-11-19,74.85934914506343
324,2019-11-20,78.73138444567017
325,2019-11-21,76.15002757859902
326,2019-11-22,80.02206287920575
327,2019-11-23,77.4407060121346
328,2019-11-24,82.6034197462769
329,2019-11-25,77.4407060121346
330,2019-11-26,82.6034197462769
331,2019-11-27,78.73138444567017
332,2019-11-28,76.15002757859902
333,2019-11-29,96.80088251516824
334,2019-11-30,83.89409817981247
335,2019-12-01,92.96705632306056
336,2019-12-02,86.13124335812964
337,2019-12-03,79.29543039319871
338,2019-12-04,76.56110520722635
339,2019-12-05,76.56110520722635
340,2019-12-06,75.19394261424017
341,2019-12-07,76.56110520722635
342,2019-12-08,87.49840595111583
343,2019-12-09,84.76408076514346
344,2019-12-10,75.19394261424017
345,2019-12-11,83.39691817215727
346,2019-12-12,79.29543039319871
347,2019-12-13,80.6625929861849
348,2019-12-14,88.86556854410202
349,2019-12-15,87.49840595111583
350,2019-12-16,87.49840595111583
351,2019-12-17,83.39691817215727
352,2019-12-18,80.6625929861849
353,2019-12-19,82.0297555791711
354,2019-12-20,83.39691817215727
355,2019-12-21,80.6625929861849
356,2019-12-22,84.76408076514346
357,2019-12-23,83.39691817215727
358,2019-12-24,77.92826780021254
359,2019-12-25,88.86556854410202
360,2019-12-26,83.39691817215727
361,2019-12-27,91.59989373007438
362,2019-12-28,83.39691817215727
363,2019-12-29,91.59989373007438
364,2019-12-30,82.0297555791711
365,2019-12-31,77.92826780021254
366,2020-01-01,66.87678767876787
367,2020-01-02,78.23322332233222
368,2020-01-03,79.49504950495049
369,2020-01-04,76.97139713971397
370,2020-01-05,76.97139713971397
371,2020-01-06,74.44774477447744
372,2020-01-07,78.23322332233222
373,2020-01-08,73.18591859185918
374,2020-01-09,76.97139713971397
375,2020-01-10,74.44774477447744
376,2020-01-11,78.23322332233222
377,2020-01-12,75.7095709570957
378,2020-01-13,71.92409240924091
379,2020-01-14,73.18591859185918
380,2020-01-15,78.23322332233222
381,2020-01-16,74.44774477447744
382,2020-01-17,73.18591859185918
383,2020-01-18,78.23322332233222
384,2020-01-19,73.18591859185918
385,2020-01-20,74.44774477447744
386,2020-01-21,73.18591859185918
387,2020-01-22,70.66226622662266
388,2020-01-23,79.49504950495049
389,2020-01-24,66.87678767876787
390,2020-01-25,69.4004400440044
391,2020-01-26,70.66226622662266
392,2020-01-27,65.6149614961496
393,2020-01-28,73.18591859185918
394,2020-01-29,71.92409240924091
395,2020-01-30,73.18591859185918
396,2020-01-31,73.18591859185918
397,2020-02-01,80.27042079207921
398,2020-02-02,78.99628712871288
399,2020-02-03,67.52908415841584
400,2020-02-04,67.52908415841584
401,2020-02-05,71.35148514851485
402,2020-02-06,76.44801980198021
403,2020-02-07,72.6256188118812
404,2020-02-08,73.89975247524752
405,2020-02-09,80.27042079207921
406,2020-02-10,67.52908415841584
407,2020-02-11,70.07735148514853
408,2020-02-12,80.27042079207921
409,2020-02-13,66.25495049504951
410,2020-02-14,61.15841584158416
411,2020-02-15,70.07735148514853
412,2020-02-16,73.89975247524752
413,2020-02-17,67.52908415841584
414,2020-02-18,71.35148514851485
415,2020-02-19,67.52908415841584
416,2020-02-20,71.35148514851485
417,2020-02-21,73.89975247524752
418,2020-02-22,70.07735148514853
419,2020-02-23,71.35148514851485
420,2020-02-24,70.07735148514853
421,2020-02-25,70.07735148514853
422,2020-02-26,64.98081683168317
423,2020-02-27,64.98081683168317
424,2020-02-28,68.80321782178218
425,2020-02-29,68.80321782178218
426,2020-03-01,70.56304138594803
427,2020-03-02,70.56304138594803
428,2020-03-03,62.86525505293552
429,2020-03-04,71.84600577478345
430,2020-03-05,67.99711260827719
431,2020-03-06,74.41193455245428
432,2020-03-07,73.12897016361887
433,2020-03-08,69.28007699711262
434,2020-03-09,66.71414821944177
435,2020-03-10,73.12897016361887
436,2020-03-11,70.56304138594803
437,2020-03-12,66.71414821944177
438,2020-03-13,69.28007699711262
439,2020-03-14,88.52454282964389
440,2020-03-15,76.97786333012513
441,2020-03-16,84.67564966313763
442,2020-03-17,84.67564966313763
443,2020-03-18,93.65640038498557
444,2020-03-19,93.65640038498557
445,2020-03-20,85.95861405197306
446,2020-03-21,93.65640038498557
447,2020-03-22,96.22232916265641
448,2020-03-23,98.78825794032724
449,2020-03-24,101.35418671799808
450,2020-03-25,100.07122232916267
451,2020-03-26,102.6371511068335
452,2020-03-27,87.24157844080847
453,2020-03-28,102.6371511068335
454,2020-03-29,120.59865255052937
455,2020-03-30,128.29643888354187
456,2020-03-31,119.31568816169394
457,2020-04-01,111.23451516445964
458,2020-04-02,104.61341307133704
459,2020-04-03,88.7227680478428
460,2020-04-04,104.61341307133704
461,2020-04-05,101.964972234088
462,2020-04-06,97.99231097821443
463,2020-04-07,95.34387014096541
464,2020-04-08,92.69542930371637
465,2020-04-09,104.61341307133704
466,2020-04-10,104.61341307133704
467,2020-04-11,88.7227680478428
468,2020-04-12,96.66809055958991
469,2020-04-13,101.964972234088
470,2020-04-14,97.99231097821443
471,2020-04-15,101.964972234088
472,2020-04-16,103.28919265271252
473,2020-04-17,101.964972234088
474,2020-04-18,99.31653139683895
475,2020-04-19,104.61341307133704
476,2020-04-20,107.26185390858608
477,2020-04-21,101.964972234088
478,2020-04-22,100.64075181546347
479,2020-04-23,100.64075181546347
480,2020-04-24,95.34387014096541
481,2020-04-25,95.34387014096541
482,2020-04-26,97.99231097821443
483,2020-04-27,99.31653139683895
484,2020-04-28,100.64075181546347
485,2020-04-29,105.93763348996156
486,2020-04-30,99.31653139683895
487,2020-04-30,92.69542930371637
488,2020-05-01,107.58378114313629
489,2020-05-02,100.31460674157303
490,2020-05-03,98.86077186126037
491,2020-05-04,103.22227650219834
492,2020-05-05,101.76844162188569
493,2020-05-06,97.40693698094772
494,2020-05-07,98.86077186126037
495,2020-05-08,93.04543234000977
496,2020-05-09,100.31460674157303
497,2020-05-10,103.22227650219834
498,2020-05-11,100.31460674157303
499,2020-05-12,100.31460674157303
500,2020-05-13,103.22227650219834
501,2020-05-14,94.49926722032242
502,2020-05-15,93.04543234000977
503,2020-05-16,97.40693698094772
504,2020-05-17,94.49926722032242
505,2020-05-18,94.49926722032242
506,2020-05-19,97.40693698094772
507,2020-05-20,91.59159745969711
508,2020-05-21,90.13776257938446
509,2020-05-22,91.59159745969711
510,2020-05-23,104.67611138251098
511,2020-05-24,95.95310210063508
512,2020-05-25,93.04543234000977
513,2020-05-26,95.95310210063508
514,2020-05-27,88.68392769907182
515,2020-05-28,81.41475329750855
516,2020-05-29,90.13776257938446
517,2020-05-30,88.68392769907182
518,2020-05-31,84.32242305813385
519,2020-06-01,87.00163844893501
520,2020-06-02,79.62861824139814
521,2020-06-03,89.95084653194976
522,2020-06-04,89.95084653194976
523,2020-06-05,84.05243036592027
524,2020-06-06,94.37465865647188
525,2020-06-07,89.95084653194976
526,2020-06-08,100.27307482250137
527,2020-06-09,95.84926269797926
528,2020-06-10,89.95084653194976
529,2020-06-11,91.42545057345713
530,2020-06-12,94.37465865647188
531,2020-06-13,92.9000546149645
532,2020-06-14,89.95084653194976
533,2020-06-15,82.5778263244129
534,2020-06-16,91.42545057345713
535,2020-06-17,97.32386673948663
536,2020-06-18,87.00163844893501
537,2020-06-19,91.42545057345713
538,2020-06-20,87.00163844893501
539,2020-06-21,88.47624249044239
540,2020-06-22,113.54451119606773
541,2020-06-23,103.22228290551612
542,2020-06-24,88.47624249044239
543,2020-06-25,81.10322228290552
544,2020-06-26,85.52703440742764
545,2020-06-27,85.52703440742764
546,2020-06-28,85.52703440742764
547,2020-06-29,82.5778263244129
548,2020-06-30,79.62861824139814
549,2020-07-01,78.560706401766
550,2020-07-02,74.35209713024283
551,2020-07-03,81.36644591611478
552,2020-07-04,77.15783664459161
553,2020-07-05,75.75496688741721
554,2020-07-06,78.560706401766
555,2020-07-07,78.560706401766
556,2020-07-08,88.38079470198676
557,2020-07-09,88.38079470198676
558,2020-07-10,84.17218543046357
559,2020-07-11,82.76931567328919
560,2020-07-12,81.36644591611478
561,2020-07-13,81.36644591611478
562,2020-07-14,78.560706401766
563,2020-07-15,79.9635761589404
564,2020-07-16,82.76931567328919
565,2020-07-17,78.560706401766
566,2020-07-18,84.17218543046357
567,2020-07-19,82.76931567328919
568,2020-07-20,82.76931567328919
569,2020-07-21,88.38079470198676
570,2020-07-22,84.17218543046357
571,2020-07-23,86.97792494481236
572,2020-07-24,79.9635761589404
573,2020-07-25,85.57505518763797
574,2020-07-26,85.57505518763797
575,2020-07-27,85.57505518763797
576,2020-07-28,81.36644591611478
577,2020-07-29,79.9635761589404
578,2020-07-30,84.17218543046357
579,2020-07-31,79.9635761589404
580,2020-08-01,85.72027627035025
581,2020-08-02,95.89047853971385
582,2020-08-03,91.53182042427231
583,2020-08-04,111.8722249629995
584,2020-08-05,145.28860384805128
585,2020-08-06,114.77799703996052
586,2020-08-07,95.89047853971385
587,2020-08-08,94.43759250123334
588,2020-08-09,98.79625061667488
589,2020-08-10,92.98470646275283
590,2020-08-11,87.17316230883077
591,2020-08-12,81.36161815490873
592,2020-08-13,90.0789343857918
593,2020-08-14,79.90873211642821
594,2020-08-15,94.43759250123334
595,2020-08-16,94.43759250123334
596,2020-08-17,94.43759250123334
597,2020-08-18,91.53182042427231
598,2020-08-19,92.98470646275283
599,2020-08-20,91.53182042427231
600,2020-08-21,90.0789343857918
601,2020-08-22,90.0789343857918
602,2020-08-23,92.98470646275283
603,2020-08-24,94.43759250123334
604,2020-08-25,92.98470646275283
605,2020-08-26,92.98470646275283
606,2020-08-27,92.98470646275283
607,2020-08-28,88.62604834731128
608,2020-08-29,94.43759250123334
609,2020-08-30,100.2491366551554
610,2020-08-31,90.0789343857918
611,2020-09-01,88.70167339873052
612,2020-09-02,90.15579919215234
613,2020-09-03,88.70167339873052
614,2020-09-04,84.33929601846509
615,2020-09-05,88.70167339873052
616,2020-09-06,88.70167339873052
617,2020-09-07,85.7934218118869
618,2020-09-08,85.7934218118869
619,2020-09-09,84.33929601846509
620,2020-09-10,81.43104443162147
621,2020-09-11,81.43104443162147
622,2020-09-12,84.33929601846509
623,2020-09-13,95.97230236583958
624,2020-09-14,84.33929601846509
625,2020-09-15,79.97691863819965
626,2020-09-16,82.88517022504328
627,2020-09-17,82.88517022504328
628,2020-09-18,84.33929601846509
629,2020-09-19,84.33929601846509
630,2020-09-20,75.61454125793422
631,2020-09-21,79.97691863819965
632,2020-09-22,84.33929601846509
633,2020-09-23,72.7062896710906
634,2020-09-24,85.7934218118869
635,2020-09-25,77.06866705135603
636,2020-09-26,87.24754760530871
637,2020-09-27,84.33929601846509
638,2020-09-28,79.97691863819965
639,2020-09-29,85.7934218118869
640,2020-09-30,79.97691863819965
641,2020-10-01,77.18106995884774
642,2020-10-02,79.98765432098766
643,2020-10-03,74.37448559670783
644,2020-10-04,77.18106995884774
645,2020-10-05,78.5843621399177
646,2020-10-06,79.98765432098766
647,2020-10-07,77.18106995884774
648,2020-10-08,75.77777777777779
649,2020-10-09,74.37448559670783
650,2020-10-10,84.19753086419755
651,2020-10-11,77.18106995884774
652,2020-10-12,77.18106995884774
653,2020-10-13,87.00411522633746
654,2020-10-14,77.18106995884774
655,2020-10-15,78.5843621399177
656,2020-10-16,79.98765432098766
657,2020-10-17,78.5843621399177
658,2020-10-18,77.18106995884774
659,2020-10-19,71.56790123456791
660,2020-10-20,63.14814814814815
661,2020-10-21,74.37448559670783
662,2020-10-22,71.56790123456791
663,2020-10-23,79.98765432098766
664,2020-10-24,78.5843621399177
665,2020-10-25,81.39094650205762
666,2020-10-26,85.6008230452675
667,2020-10-27,81.39094650205762
668,2020-10-28,61.744855967078195
669,2020-10-29,74.37448559670783
670,2020-10-30,74.37448559670783
671,2020-10-31,77.18106995884774
672,2020-11-01,77.46666666666667
673,2020-11-02,78.85
674,2020-11-03,78.85
675,2020-11-04,60.86666666666667
676,2020-11-05,65.01666666666667
677,2020-11-06,67.78333333333333
678,2020-11-07,71.93333333333334
679,2020-11-08,77.46666666666667
680,2020-11-09,74.7
681,2020-11-10,84.38333333333333
682,2020-11-11,91.3
683,2020-11-12,88.53333333333333
684,2020-11-13,89.91666666666667
685,2020-11-14,94.06666666666666
686,2020-11-15,91.3
687,2020-11-16,91.3
688,2020-11-17,85.76666666666667
689,2020-11-18,83.0
690,2020-11-19,84.38333333333333
691,2020-11-20,85.76666666666667
692,2020-11-21,84.38333333333333
693,2020-11-22,89.91666666666667
694,2020-11-23,83.0
695,2020-11-24,84.38333333333333
696,2020-11-25,81.61666666666666
697,2020-11-26,83.0
698,2020-11-27,95.45
699,2020-11-28,91.3
700,2020-11-29,88.53333333333333
701,2020-11-30,85.76666666666667
702,2020-12-01,75.04080171796707
703,2020-12-02,67.00071581961346
704,2020-12-03,73.7007874015748
705,2020-12-04,75.04080171796707
706,2020-12-05,71.02075876879026
707,2020-12-06,79.06084466714388
708,2020-12-07,67.00071581961346
709,2020-12-08,76.38081603435934
710,2020-12-09,76.38081603435934
711,2020-12-10,71.02075876879026
712,2020-12-11,68.34073013600572
713,2020-12-12,79.06084466714388
714,2020-12-13,77.72083035075161
715,2020-12-14,87.10093056549749
716,2020-12-15,77.72083035075161
717,2020-12-16,73.7007874015748
718,2020-12-17,71.02075876879026
719,2020-12-18,73.7007874015748
720,2020-12-19,75.04080171796707
721,2020-12-20,80.40085898353614
722,2020-12-21,72.36077308518253
723,2020-12-22,71.02075876879026
724,2020-12-23,67.00071581961346
725,2020-12-24,71.02075876879026
726,2020-12-25,84.42090193271295
727,2020-12-26,80.40085898353614
728,2020-12-27,87.10093056549749
729,2020-12-28,72.36077308518253
730,2020-12-29,91.1209735146743
731,2020-12-29,117.15553737600982
732,2020-12-30,99.79916146845281
733,2020-12-31,86.78187953778504
734,2021-01-01,83.14868804664724
735,2021-01-02,86.76384839650147
736,2021-01-03,86.76384839650147
737,2021-01-04,83.14868804664724
738,2021-01-05,83.14868804664724
739,2021-01-06,75.91836734693878
740,2021-01-07,75.91836734693878
741,2021-01-08,75.91836734693878
742,2021-01-09,79.533527696793
743,2021-01-10,79.533527696793
744,2021-01-11,75.91836734693878
745,2021-01-12,79.533527696793
746,2021-01-13,79.533527696793
747,2021-01-14,83.14868804664724
748,2021-01-15,75.91836734693878
749,2021-01-16,90.37900874635568
750,2021-01-17,86.76384839650147
751,2021-01-18,75.91836734693878
752,2021-01-19,68.68804664723032
753,2021-01-20,79.533527696793
754,2021-01-21,79.533527696793
755,2021-01-22,75.91836734693878
756,2021-01-23,83.14868804664724
757,2021-01-24,79.533527696793
758,2021-01-25,79.533527696793
759,2021-01-26,75.91836734693878
760,2021-01-27,75.91836734693878
761,2021-01-28,79.533527696793
762,2021-01-29,79.533527696793
763,2021-01-30,83.14868804664724
764,2021-01-31,83.14868804664724
765,2021-02-01,75.25597269624572
766,2021-02-02,75.25597269624572
767,2021-02-03,75.25597269624572
768,2021-02-04,75.25597269624572
769,2021-02-05,78.839590443686
770,2021-02-06,75.25597269624572
771,2021-02-07,86.00682593856655
772,2021-02-08,75.25597269624572
773,2021-02-09,78.839590443686
774,2021-02-10,75.25597269624572
775,2021-02-11,78.839590443686
776,2021-02-12,75.25597269624572
777,2021-02-13,78.839590443686
778,2021-02-14,75.25597269624572
779,2021-02-15,75.25597269624572
780,2021-02-16,71.67235494880545
781,2021-02-17,75.25597269624572
782,2021-02-18,71.67235494880545
783,2021-02-19,71.67235494880545
784,2021-02-20,75.25597269624572
785,2021-02-21,78.839590443686
786,2021-02-22,71.67235494880545
787,2021-02-23,68.08873720136518
788,2021-02-24,71.67235494880545
789,2021-02-25,68.08873720136518
790,2021-02-26,75.25597269624572
791,2021-02-27,71.67235494880545
792,2021-02-28,75.25597269624572
793,2021-03-01,67.3142857142857
794,2021-03-02,77.94285714285714
795,2021-03-03,70.85714285714285
796,2021-03-04,70.85714285714285
797,2021-03-05,70.85714285714285
798,2021-03-06,74.39999999999999
799,2021-03-07,77.94285714285714
800,2021-03-08,81.48571428571428
801,2021-03-09,81.48571428571428
802,2021-03-10,74.39999999999999
803,2021-03-11,67.3142857142857
804,2021-03-12,70.85714285714285
805,2021-03-13,77.94285714285714
806,2021-03-14,74.39999999999999
807,2021-03-15,63.771428571428565
808,2021-03-16,67.3142857142857
809,2021-03-17,70.85714285714285
810,2021-03-18,67.3142857142857
811,2021-03-19,70.85714285714285
812,2021-03-20,74.39999999999999
813,2021-03-21,63.771428571428565
814,2021-03-22,70.85714285714285
815,2021-03-23,70.85714285714285
816,2021-03-24,74.39999999999999
817,2021-03-25,67.3142857142857
818,2021-03-26,70.85714285714285
819,2021-03-27,77.94285714285714
820,2021-03-28,70.85714285714285
821,2021-03-29,74.39999999999999
822,2021-03-30,70.85714285714285
823,2021-03-31,67.3142857142857
824,2021-04-01,63.79474940334129
825,2021-04-02,70.88305489260144
