date,weighted_average_sentiment
2019-07-20,0.8315665962104534
2019-07-21,0.8008718051725132
2019-07-22,0.582469532085638
2019-07-23,0.7423376989195983
2019-07-24,0.8233071496691912
2019-07-25,0.7055275800275863
2019-07-26,0.7640753338038329
2019-07-27,0.766017743745184
2019-07-28,0.7821778931434069
2019-07-29,0.8897665446567021
2019-07-30,0.6032441657491503
2019-07-31,0.5827595703614321
2019-08-01,0.7590129731252884
2019-08-02,0.717917975321645
2019-08-03,0.9944131951027312
2019-08-04,0.29208812821603086
2019-08-05,0.8079499002974446
2019-08-06,0.8392827243590846
2019-08-07,0.8813952440648017
2019-08-08,0.7308914031217452
2019-08-09,0.8703511552766994
2019-08-10,0.779714272788961
2019-08-11,0.983769653845359
2019-08-12,0.7181807408494999
2019-08-13,0.7460721692911807
2019-08-14,0.7044866861919606
2019-08-15,0.7384892455533342
2019-08-16,0.591057907524331
2019-08-17,0.9299836441033165
2019-08-18,0.3524743971452541
2019-08-19,0.8960834368987489
2019-08-20,0.7593920923993318
2019-08-21,0.6976797769391964
2019-08-22,0.6243461623859669
2019-08-23,0.914628947960098
2019-08-24,0.4871750377643466
2019-08-25,0.7042969345354748
2019-08-26,0.9516579879693884
2019-08-27,0.7339717869190351
2019-08-28,0.8723146293333081
2019-08-29,0.7280706984493294
2019-08-30,0.7799835491323581
2019-08-31,0.44319217952989665
2019-09-01,0.7328260603922803
2019-09-02,0.7078680709876768
2019-09-03,0.6515815775989199
2019-09-04,0.8071181744050197
2019-09-05,0.8715395894582345
2019-09-06,0.7010687612819939
2019-09-07,0.8063539050289404
2019-09-08,0.5716949264143064
2019-09-09,0.5815240364308898
2019-09-10,0.833994985856234
2019-09-11,0.6327735062446557
2019-09-12,0.6659135034847169
2019-09-13,0.867866519206515
2019-09-14,0.7506702586898814
2019-09-15,0.8700941778641126
2019-09-16,0.7064623944014319
2019-09-17,0.7408118309683516
2019-09-18,0.8408840677169019
2019-09-19,0.8573899063931775
2019-09-20,0.682987572967386
2019-09-21,0.6938606834162512
2019-09-22,0.5555183211967663
2019-09-23,0.678210704040571
2019-09-24,0.8237729502255108
2019-09-25,0.8261003591321638
2019-09-26,0.4636494229526429
2019-09-27,0.7168921882850523
2019-09-28,0.8522322933021397
2019-09-29,0.6376609786436874
2019-09-30,0.7402976039051872
2019-10-01,0.8522363475123157
2019-10-02,0.7112766481598088
2019-10-03,0.7153297306717272
2019-10-04,0.7485635265349095
2019-10-05,0.8028394091831582
2019-10-06,0.5032291591442438
2019-10-07,0.7728367340164076
2019-10-08,0.7905950742065633
2019-10-09,0.7445588066473159
2019-10-10,0.7715686836130974
2019-10-11,0.848393335170346
2019-10-12,0.4205360892889056
2019-10-13,0.9432375993410076
2019-10-14,0.8819052906810511
2019-10-15,0.6249509766356683
2019-10-16,0.8083598291940908
2019-10-17,0.874484804586207
2019-10-18,0.7922677710943915
2019-10-19,0.6639780907630956
2019-10-20,0.7306572768380125
2019-10-21,0.7571487017502371
2019-10-22,0.7886989965585511
2019-10-23,0.829586107827685
2019-10-24,0.8038780793363156
2019-10-25,0.719408298381922
2019-10-26,0.5847156505533667
2019-10-27,0.7112433214676906
2019-10-28,0.6208858332863281
2019-10-29,0.744691081654721
2019-10-30,0.6710073517320736
2019-10-31,0.5076955646721545
2019-11-01,0.7705785021984252
2019-11-02,0.6522792380863539
2019-11-03,0.7572819116150934
2019-11-04,0.7201276234840472
2019-11-05,0.7447214649403077
2019-11-06,0.9033152124369239
2019-11-07,0.6439776800310274
2019-11-08,0.8490573870091751
2019-11-09,0.9889002559784128
2019-11-10,0.7413960357860353
2019-11-11,0.8389017024582597
2019-11-12,0.8136443677245857
2019-11-13,0.8084094718650258
2019-11-14,0.7932689387733146
2019-11-15,0.851939400349331
2019-11-16,0.9806627520280848
2019-11-17,0.9158398984175191
2019-11-18,0.6773346582512394
2019-11-19,0.7030975336822374
2019-11-20,0.640299930520783
2019-11-21,0.6957947856897398
2019-11-22,0.6428561816874057
2019-11-23,0.382002231772963
2019-11-24,0.7931285475352442
2019-11-25,0.931394329316162
2019-11-26,0.8218381058743902
2019-11-27,0.7724438271715747
2019-11-28,0.7860284017841044
2019-11-29,0.8721667210950634
2019-11-30,0.8792250624718085
2019-12-01,0.830164277402952
2019-12-02,0.7421605418625257
2019-12-03,0.7667545515783024
2019-12-04,0.6644239292496265
2019-12-05,0.7443029187825804
2019-12-06,0.8121091075474106
2019-12-07,0.8098201239221817
2019-12-08,0.7780536058425975
2019-12-09,0.757283780757277
2019-12-10,0.8340449094278336
2019-12-11,0.8792718193016082
2019-12-12,0.7821723749977755
2019-12-13,0.8546676611661984
2019-12-14,0.9615754453657568
2019-12-15,0.7673688696285307
2019-12-16,0.7065168584586261
2019-12-17,0.7873762690586626
2019-12-18,0.6423937562236437
2019-12-19,0.8927949553139143
2019-12-20,0.7264297376837486
2019-12-21,0.862991185805759
2019-12-22,0.8116522101556579
2019-12-23,0.8670036285693236
2019-12-24,0.632876095207937
2019-12-25,0.8308740646279753
2019-12-26,0.71908590781618
2019-12-27,0.7945143945957372
2019-12-28,0.8351743353738774
2019-12-29,0.6658205855588163
2019-12-30,0.8833898257222754
2019-12-31,0.7733614166965164
2020-01-01,0.5779156046867303
2020-01-02,0.8170663789306529
2020-01-03,0.7911572028072439
2020-01-04,0.7471785168164716
2020-01-05,0.7298187103060056
2020-01-06,0.7613649315551833
2020-01-07,0.7366306978354773
2020-01-08,0.7018976575791255
2020-01-09,0.73925011169105
2020-01-10,0.8114041587140057
2020-01-11,0.8583526826236577
2020-01-12,0.4614903326580224
2020-01-13,0.8346480577198445
2020-01-14,0.762058363185634
2020-01-15,0.792255939108436
2020-01-16,0.8197177249466047
2020-01-17,0.949939933238189
2020-01-18,0.6998788970619063
2020-01-19,0.8520026654460419
2020-01-20,0.6691138907180247
2020-01-21,0.7831288540357974
2020-01-22,0.7856078091838042
2020-01-23,0.6800504026904076
2020-01-24,0.9035636245174314
2020-01-25,0.7866039673281074
2020-01-26,0.6370892122240476
2020-01-27,0.7688161234494199
2020-01-28,0.5465815442558193
2020-01-29,0.7128020813660838
2020-01-30,0.8126118166008505
2020-01-31,0.7030435244526514
2020-02-01,0.9994447272352255
2020-02-02,0.739097089496481
2020-02-03,0.8117339541239559
2020-02-04,0.884016433637021
2020-02-05,0.7260209804923262
2020-02-06,0.7855948128459417
2020-02-07,0.6159119577302751
2020-02-08,0.3910240073842019
2020-02-09,0.9987633350938703
2020-02-10,0.7695752118861204
2020-02-11,0.7769176211062896
2020-02-12,0.6232272446495201
2020-02-13,0.8126844620606721
2020-02-14,0.7609321126492499
2020-02-15,0.9134086793033566
2020-02-16,0.6844217365002161
2020-02-17,0.5513279991275186
2020-02-18,0.8934542851160054
2020-02-19,0.8173797386048675
2020-02-20,0.7485775929643078
2020-02-21,0.8350477147483567
2020-02-22,0.9994543933882708
2020-02-23,0.9564617935356414
2020-02-24,0.8092747584934042
2020-02-25,0.6242435418652891
2020-02-26,0.6468738156747105
2020-02-27,0.663011957463177
2020-02-28,0.7039117906502125
2020-02-29,0.9925438633344915
2020-03-01,0.4402565112885632
2020-03-02,0.7211473361428611
2020-03-03,0.6844912374491035
2020-03-04,0.7910997337350126
2020-03-05,0.7960548604333251
2020-03-06,0.7197676377453207
2020-03-07,0.7380815798884544
2020-03-08,0.5768188333081716
2020-03-09,0.6451864296950537
2020-03-10,0.8237082956705958
2020-03-11,0.7159348762492378
2020-03-12,0.36939267952702426
2020-03-13,0.7577394800142547
2020-03-14,0.700262856230202
2020-03-15,0.7082042538213162
2020-03-16,0.6997442060002594
2020-03-17,0.6963919962704621
2020-03-18,0.8920876585907112
2020-03-19,0.6904110390808583
2020-03-20,0.88775600213864
2020-03-21,0.6461678204609465
2020-03-22,0.6636307836994612
2020-03-23,0.8211813612913816
2020-03-24,0.8258327625756394
2020-03-25,0.7999410272207197
2020-03-26,0.652080529287966
2020-03-27,0.8505909901431452
2020-03-28,0.45999377282220383
2020-03-29,0.8557106914059038
2020-03-30,0.7814371880493636
2020-03-31,0.8339362197181532
2020-04-01,0.7302008443081198
2020-04-02,0.6946729406537832
2020-04-03,0.9198926369968109
2020-04-04,0.9358787369225905
2020-04-05,0.6910011903608064
2020-04-06,0.8147610870694992
2020-04-07,0.5782321833733568
2020-04-08,0.7848052702009924
2020-04-09,0.7879635975955471
2020-04-10,0.8367053790231603
2020-04-11,0.9108448017626621
2020-04-12,0.7762634214906814
2020-04-13,0.7457413842231951
2020-04-14,0.7998889494503201
2020-04-15,0.6220841154136926
2020-04-16,0.7392747113381387
2020-04-17,0.5960447849803279
2020-04-18,0.6533937918028907
2020-04-19,0.6013940073939743
2020-04-20,0.6464607417977458
2020-04-21,0.7465222512886126
2020-04-22,0.7630154608135792
2020-04-23,0.7622149604427813
2020-04-24,0.6822154235313891
2020-04-25,0.7243160930744879
2020-04-26,0.309205979353011
2020-04-27,0.7815822153017966
2020-04-28,0.8028273734439806
2020-04-29,0.7235644315894045
2020-04-30,0.7151387741815828
2020-05-01,0.6968961385808929
2020-05-02,0.9236107514924435
2020-05-03,0.8076718115869094
2020-05-04,0.7914367738272944
2020-05-05,0.8124978430321447
2020-05-06,0.8256332102549185
2020-05-07,0.7691209229606958
2020-05-08,0.6816113277693311
2020-05-09,0.7078901928320025
2020-05-10,0.688115177748963
2020-05-11,0.7260077249888774
2020-05-12,0.7581646426844638
2020-05-13,0.814979254128739
2020-05-14,0.7771503500051858
2020-05-15,0.8221487023585241
2020-05-16,0.6101077210121645
2020-05-17,0.9909238984375794
2020-05-18,0.719753276830343
2020-05-19,0.6471358050178618
2020-05-20,0.6724624758953662
2020-05-21,0.7310753445391552
2020-05-22,0.5205060620180363
2020-05-23,0.8494161143596031
2020-05-24,0.7134521774283774
2020-05-25,0.8585990798681208
2020-05-26,0.6985682358877802
2020-05-27,0.7954174077564
2020-05-28,0.7902058715733153
2020-05-29,0.8715575674867622
2020-05-30,0.37429332991416975
2020-05-31,0.3683060293969301
2020-06-01,0.5752373844706256
2020-06-02,0.8591028845680023
2020-06-03,0.635817012387687
2020-06-04,0.6891553298482398
2020-06-05,0.6360854164140113
2020-06-06,0.9523503747116242
2020-06-07,0.5761600347875154
2020-06-08,0.9670658810199396
2020-06-09,0.7199849295542818
2020-06-10,0.7653152155138321
2020-06-11,0.8229112020439965
2020-06-12,0.8271594777427661
2020-06-13,0.4087996746799287
2020-06-14,0.917627384215083
2020-06-15,0.6768215308937484
2020-06-16,0.7000266289605239
2020-06-17,0.65071788767335
2020-06-18,0.840958930538151
2020-06-19,0.8346609650344032
2020-06-20,0.7803318207024482
2020-06-21,0.660615024276687
2020-06-22,0.8148388865993614
2020-06-23,0.8180795938281932
2020-06-24,0.697678949286389
2020-06-25,0.8859280092979701
2020-06-26,0.746137178302328
2020-06-27,0.8819177658782481
2020-06-28,0.9377816090145263
2020-06-29,0.8181855192660934
2020-06-30,0.8028729281531463
2020-07-01,0.8438604791560309
2020-07-02,0.6118635245249391
2020-07-03,0.7752494491801902
2020-07-04,0.9727750814835374
2020-07-05,0.9113988747708374
2020-07-06,0.9340275822649533
2020-07-07,0.7550372430081265
2020-07-08,0.7013796942093378
2020-07-09,0.7295385057703081
2020-07-10,0.7702120890874711
2020-07-11,0.8613245611263541
2020-07-12,0.5816014415112308
2020-07-13,0.8502655812156652
2020-07-14,0.797866511464519
2020-07-15,0.8309745631281299
2020-07-16,0.7157490340798428
2020-07-17,0.9067694082153718
2020-07-18,0.730442345482507
2020-07-19,0.8121737474516075
2020-07-20,0.6548814874424617
2020-07-21,0.940941441135327
2020-07-22,0.5923061507834425
2020-07-23,0.7758441374884688
2020-07-24,0.8407804014721156
2020-07-25,0.8014218822743253
2020-07-26,0.7977505725568956
2020-07-27,0.8878395723682275
2020-07-28,0.8863663556787345
2020-07-29,0.6868183801680698
2020-07-30,0.7418159529132166
2020-07-31,0.3955415288128968
2020-08-01,0.42622676867230097
2020-08-02,0.3820734651545681
2020-08-03,0.5772919172709812
2020-08-04,0.7304401803398699
2020-08-05,0.6931150129188113
2020-08-06,0.7455163250110356
2020-08-07,0.6089713554766921
2020-08-08,0.7436750019123227
2020-08-09,0.5895918968404025
2020-08-10,0.7971933480342751
2020-08-11,0.7595312198599221
2020-08-12,0.8591455666176973
2020-08-13,0.8620376204871603
2020-08-14,0.7141755259671778
2020-08-15,0.6017314240100793
2020-08-16,0.819085810136509
2020-08-17,0.7046461548182577
2020-08-18,0.7503922155020816
2020-08-19,0.772105519057761
2020-08-20,0.7968196865146872
2020-08-21,0.6904867846859175
2020-08-22,0.4339395701126913
2020-08-23,0.6085762201369495
2020-08-24,0.8449665410725534
2020-08-25,0.8150333660747391
2020-08-26,0.7093160150734052
2020-08-27,0.6165705791153478
2020-08-28,0.7289946459373055
2020-08-29,0.9328541862809512
2020-08-30,0.6482634179665329
2020-08-31,0.796877379844884
2020-09-01,0.8246537772429572
2020-09-02,0.5568507025339928
2020-09-03,0.507150211774628
2020-09-04,0.49098001724259693
2020-09-05,0.2710215424443008
2020-09-06,0.9442291484158883
2020-09-07,0.9302572051767589
2020-09-08,0.8369667586405337
2020-09-09,0.7899653199999866
2020-09-10,0.8286679532271655
2020-09-11,0.7163618779658681
2020-09-12,0.6838809204069506
2020-09-13,0.6373407871134239
2020-09-14,0.8700568136511497
2020-09-15,0.7273379538005343
2020-09-16,0.7463548591614102
2020-09-17,0.8178801391675012
2020-09-18,0.7617036579325257
2020-09-19,0.831198207406094
2020-09-20,0.9473119000656629
2020-09-21,0.8639748862502907
2020-09-22,0.8122386758736441
2020-09-23,0.8295068660375445
2020-09-24,0.7044953430610372
2020-09-25,0.8248625084177136
2020-09-26,0.9945461104202334
2020-09-27,0.814367166779119
2020-09-28,0.7687163956016695
2020-09-29,0.8661676609573646
2020-09-30,0.9017962892474123
2020-10-01,0.8347613887603588
2020-10-02,0.8771208918735949
2020-10-03,0.8148615592116872
2020-10-04,0.918583698311218
2020-10-05,0.6510776662676045
2020-10-06,0.6901165271025728
2020-10-07,0.8137256682317618
2020-10-08,0.6852484968384217
2020-10-09,0.6950239434542438
2020-10-10,0.690951031655099
2020-10-11,0.7809500482174322
2020-10-12,0.5103358532134166
2020-10-13,0.7767934261889653
2020-10-14,0.8698606831575766
2020-10-15,0.7929871260164151
2020-10-16,0.63355539548623
2020-10-17,0.6898975269798521
2020-10-18,0.6763524262284969
2020-10-19,0.9007228697171509
2020-10-20,0.6989904124487663
2020-10-21,0.6864624561008312
2020-10-22,0.8310054252405206
2020-10-23,0.7416372840474532
2020-10-24,0.7868842779867187
2020-10-25,0.5646926255370639
2020-10-26,0.6033219080800758
2020-10-27,0.653249171869619
2020-10-28,0.6580524360210069
2020-10-29,0.650366297088283
2020-10-30,0.7148067312612323
2020-10-31,0.7620194387256682
2020-11-01,0.6384920489236613
2020-11-02,0.6842949947065203
2020-11-03,0.7663379076469911
2020-11-04,0.7513395949892931
2020-11-05,0.7772649692537873
2020-11-06,0.9154099364145782
2020-11-07,0.9883202714924254
2020-11-08,0.9588347354222938
2020-11-09,0.4582284975844743
2020-11-10,0.8381117705535976
2020-11-11,0.7863123972126862
2020-11-12,0.8130608426311602
2020-11-13,0.8336292264333531
2020-11-14,0.8364726210796422
2020-11-15,0.7686306433496437
2020-11-16,0.7350929254781609
2020-11-17,0.4977971893554672
2020-11-18,0.8040340463356421
2020-11-19,0.6013663364430323
2020-11-20,0.784551611272272
2020-11-21,0.6909685384271395
2020-11-22,0.7648147553682345
2020-11-23,0.8549849237952606
2020-11-24,0.6773136298868312
2020-11-25,0.7254527128073524
2020-11-26,0.8034695844008337
2020-11-27,0.7418098831172841
2020-11-28,0.6608874390808885
2020-11-29,0.6079964520890657
2020-11-30,0.7823658013252098
2020-12-01,0.7029227713915976
2020-12-02,0.5002161266773162
2020-12-03,0.7341974656181012
2020-12-04,0.8705137759665579
2020-12-05,0.5949930151050177
2020-12-06,0.7101305301457479
2020-12-07,0.4936765249003366
2020-12-08,0.7380305767420015
2020-12-09,0.8785856637173921
2020-12-10,0.8313182267468924
2020-12-11,0.7824229847667383
2020-12-12,0.5644243429058057
2020-12-13,0.5945530966725873
2020-12-14,0.6548789271818934
2020-12-15,0.7136579167703939
2020-12-16,0.4053518405793413
2020-12-17,0.7360931495883678
2020-12-18,0.4841000101345384
2020-12-19,0.50108836205612
2020-12-20,-0.08006337445322513
2020-12-21,0.5849259716037193
2020-12-22,0.7928668081614687
2020-12-23,0.6853005093477903
2020-12-24,0.6509421997502208
2020-12-25,0.6831033447898113
2020-12-26,0.27844046207585893
2020-12-27,0.7784879096480076
2020-12-28,0.7009373169234466
2020-12-29,0.7557682041483998
2020-12-30,0.7900762442399716
2020-12-31,0.7718819185463446
2021-01-01,0.5723142607066145
2021-01-02,0.6085439085643106
2021-01-03,0.882583492600006
2021-01-04,0.8626252853946176
2021-01-05,0.6011853199773425
2021-01-06,0.7722333389530038
2021-01-07,0.6379765538291117
2021-01-08,0.7225185116491679
2021-01-09,0.894872728102942
2021-01-10,0.7429569678346162
2021-01-11,0.8272807936782796
2021-01-12,0.7892474467320534
2021-01-13,0.8179433784163357
2021-01-14,0.905406950229791
2021-01-15,0.8775103902524379
2021-01-16,0.7733374157484492
2021-01-17,0.9161143290477238
2021-01-18,0.6877653962304804
2021-01-19,0.7728682627708067
2021-01-20,0.758880667210712
2021-01-21,0.7263610387971505
2021-01-22,0.6669762903695747
2021-01-23,0.57945240380291
2021-01-24,0.7282644800719186
2021-01-25,0.7239967251476352
2021-01-26,0.6851400274695785
2021-01-27,0.4705471389671735
2021-01-28,0.7236687027260194
2021-01-29,0.7479853973671013
2021-01-30,0.833454014661027
2021-01-31,0.8151453298457373
2021-02-01,0.8024428339418055
2021-02-02,0.720949308486865
2021-02-03,0.7289587411939737
2021-02-04,0.6626421040431167
2021-02-05,0.6774603731143936
2021-02-06,0.9308761992881718
2021-02-07,0.77613225662983
2021-02-08,0.6290248154083063
2021-02-09,0.7599649367175313
2021-02-10,0.3911898746541426
2021-02-11,0.8247887127761447
2021-02-12,0.7954239232729429
2021-02-13,0.7966110386871408
2021-02-14,0.7227351890435809
2021-02-15,0.8369916465961545
2021-02-16,0.646250450098788
2021-02-17,0.7597675873461328
2021-02-18,0.7544638317436764
2021-02-19,0.6099396690036062
2021-02-20,0.7944411586779756
2021-02-21,0.7656997419384273
2021-02-22,0.5545568409393601
2021-02-23,0.6997933313721759
2021-02-24,0.714121699658833
2021-02-25,0.7157334065756353
2021-02-26,0.8700409420336698
2021-02-27,0.9210034499108763
2021-02-28,0.8002570190107082
2021-03-01,0.666310677681788
2021-03-02,0.7607696408154384
2021-03-03,0.6896667174966838
2021-03-04,0.8446501774327227
2021-03-05,0.734949500090995
2021-03-06,0.7865053908708375
2021-03-07,0.8705893558682549
2021-03-08,0.9519991348005858
2021-03-09,0.7154539732997374
2021-03-10,0.6087486686085617
2021-03-11,0.6255260110414264
2021-03-12,0.9049903778351398
2021-03-13,0.669160804196288
2021-03-14,0.6743350258486066
2021-03-15,0.6322126920011886
2021-03-16,0.5395361279923436
2021-03-17,0.7724638155692904
2021-03-18,0.7794381972836985
2021-03-19,0.6956733635462246
2021-03-20,0.9251605576902436
2021-03-21,0.7636422065435076
2021-03-22,0.6717748216234898
2021-03-23,0.6560333834763745
2021-03-24,0.6882621403661409
2021-03-25,0.8474812879477049
2021-03-26,0.8565397473408416
2021-03-27,0.9000028610250758
2021-03-28,0.7376062923218824
2021-03-29,0.722878849353452
2021-03-30,0.7169232296730079
2021-03-31,0.7295026551270503
2021-04-01,0.48617008563344005
2021-04-02,0.7227032470669633
2021-04-03,0.9195587875163782
2021-04-04,0.8394446009768052
2021-04-05,0.7240958770833016
2021-04-06,0.8311060875303465
2021-04-07,0.7762840888476498
2021-04-08,0.9169482051753206
2021-04-09,0.7669098969615687
2021-04-10,0.8397884103625601
2021-04-11,0.6076640657721369
2021-04-12,0.7619463938815666
2021-04-13,0.8785808747739559
2021-04-14,0.7328963867777488
2021-04-15,0.7682582458150296
2021-04-16,0.7999072866288623
2021-04-17,0.6573932808126741
2021-04-18,0.8378987054719006
2021-04-19,0.7675848223990017
2021-04-20,0.8169239764989482
2021-04-21,0.7059747959689616
2021-04-22,0.645719717397983
2021-04-23,0.733784998180606
2021-04-24,0.6320187659483885
2021-04-25,0.5709915260715573
2021-04-26,0.8531792408950408
2021-04-27,0.6630639933793467
2021-04-28,0.8065992551364756
2021-04-29,0.9189868637808731
2021-04-30,0.8788791178687972
2021-05-01,0.8148641433389608
2021-05-02,0.899384583672682
2021-05-03,0.619827064576471
2021-05-04,0.817528261993197
2021-05-05,0.7068760942273705
2021-05-06,0.7607873060122939
2021-05-07,0.7791219960356968
2021-05-08,0.8302315247087962
2021-05-09,0.8515247160681904
2021-05-10,0.7460233113586143
2021-05-11,0.8695628663202453
2021-05-12,0.5506139710422424
2021-05-13,0.8552903210610242
2021-05-14,0.7781606969390819
2021-05-15,0.7880786405158153
2021-05-16,0.8652979387881681
2021-05-17,0.7763020579192527
2021-05-18,0.7630344266132525
2021-05-19,0.7173866010665597
2021-05-20,0.7735437495603708
2021-05-21,0.6799038332472725
2021-05-22,0.820638216332944
2021-05-23,0.7903593899121941
2021-05-24,0.8633299961990292
2021-05-25,0.6673033177840461
2021-05-26,0.5330519397116384
2021-05-27,0.7928229745648259
