,Den,Kryptoměna: (Celosvětově)
821,2021-03-29,43.7034965034965
822,2021-03-30,47.345454545454544
823,2021-03-31,45.52447552447553
824,2021-04-01,45.646661031276416
825,2021-04-02,51.124260355029584
826,2021-04-03,54.7759932375317
827,2021-04-04,56.60185967878275
828,2021-04-05,62.07945900253592
829,2021-04-06,58.42772612003381
830,2021-04-07,56.60185967878275
831,2021-04-08,51.124260355029584
832,2021-04-09,51.124260355029584
833,2021-04-10,56.60185967878275
834,2021-04-11,62.07945900253592
835,2021-04-12,56.60185967878275
836,2021-04-13,65.73119188503804
837,2021-04-14,74.86052409129331
838,2021-04-15,71.2087912087912
839,2021-04-16,113.2037193575655
840,2021-04-17,102.24852071005917
841,2021-04-18,111.37785291631445
842,2021-04-19,100.4226542688081
843,2021-04-20,107.72612003381235
844,2021-04-21,85.81572273879965
845,2021-04-22,87.6415891800507
846,2021-04-23,104.07438715131022
847,2021-04-24,73.03465765004226
848,2021-04-25,67.5570583262891
849,2021-04-26,69.38292476754015
850,2021-04-27,67.5570583262891
851,2021-04-28,65.73119188503804
852,2021-04-29,63.905325443786985
853,2021-04-30,65.73119188503804
854,2021-05-01,69.78672985781989
855,2021-05-02,73.45971563981041
856,2021-05-03,80.80568720379145
857,2021-05-04,97.3341232227488
858,2021-05-05,115.69905213270141
859,2021-05-06,117.53554502369666
860,2021-05-07,110.18957345971563
861,2021-05-08,128.55450236966823
862,2021-05-09,128.55450236966823
863,2021-05-10,134.063981042654
864,2021-05-11,128.55450236966823
865,2021-05-12,117.53554502369666
866,2021-05-13,135.90047393364927
867,2021-05-14,106.5165876777251
868,2021-05-15,106.5165876777251
869,2021-05-16,110.18957345971563
870,2021-05-17,101.00710900473932
871,2021-05-18,93.66113744075828
872,2021-05-19,183.64928909952604
873,2021-05-20,117.53554502369666
874,2021-05-21,97.3341232227488
875,2021-05-22,86.31516587677723
876,2021-05-23,110.18957345971563
877,2021-05-24,84.47867298578197
878,2021-05-25,77.13270142180093
879,2021-05-26,69.78672985781989
880,2021-05-27,67.95023696682463
881,2021-05-28,69.78672985781989
882,2021-05-29,67.95023696682463
883,2021-05-30,58.76777251184833
884,2021-05-31,53.25829383886255
885,2021-06-01,54.76190476190476
886,2021-06-02,56.58730158730158
887,2021-06-03,56.58730158730158
888,2021-06-04,52.93650793650793
889,2021-06-05,56.58730158730158
890,2021-06-06,51.11111111111111
891,2021-06-07,51.11111111111111
892,2021-06-08,60.238095238095234
893,2021-06-09,49.285714285714285
894,2021-06-10,47.460317460317455
895,2021-06-11,45.63492063492063
896,2021-06-12,41.98412698412698
897,2021-06-13,43.8095238095238
898,2021-06-14,43.8095238095238
899,2021-06-15,43.8095238095238
900,2021-06-16,43.8095238095238
901,2021-06-17,43.8095238095238
902,2021-06-18,41.98412698412698
903,2021-06-19,40.15873015873016
904,2021-06-20,41.98412698412698
905,2021-06-21,54.76190476190476
906,2021-06-22,60.238095238095234
907,2021-06-23,41.98412698412698
908,2021-06-24,36.507936507936506
909,2021-06-25,38.33333333333333
910,2021-06-26,36.507936507936506
911,2021-06-27,36.507936507936506
912,2021-06-28,36.507936507936506
913,2021-06-29,36.507936507936506
914,2021-06-30,34.68253968253968
915,2021-07-01,32.4065335753176
916,2021-07-02,32.4065335753176
917,2021-07-03,32.4065335753176
918,2021-07-04,34.206896551724135
919,2021-07-05,34.206896551724135
920,2021-07-06,32.4065335753176
921,2021-07-07,30.60617059891107
922,2021-07-08,34.206896551724135
923,2021-07-09,30.60617059891107
924,2021-07-10,30.60617059891107
925,2021-07-11,28.80580762250454
926,2021-07-12,30.60617059891107
927,2021-07-13,30.60617059891107
928,2021-07-14,30.60617059891107
929,2021-07-15,32.4065335753176
930,2021-07-16,30.60617059891107
931,2021-07-17,28.80580762250454
932,2021-07-18,28.80580762250454
933,2021-07-19,30.60617059891107
934,2021-07-20,36.007259528130675
935,2021-07-21,30.60617059891107
936,2021-07-22,30.60617059891107
937,2021-07-23,28.80580762250454
938,2021-07-24,30.60617059891107
939,2021-07-25,30.60617059891107
940,2021-07-26,43.208711433756804
941,2021-07-27,32.4065335753176
942,2021-07-28,32.4065335753176
943,2021-07-29,34.206896551724135
944,2021-07-30,32.4065335753176
945,2021-07-31,34.206896551724135
946,2021-08-01,34.6737400530504
947,2021-08-02,32.84880636604775
948,2021-08-03,29.198938992042443
949,2021-08-04,31.02387267904509
950,2021-08-05,40.148541114058354
951,2021-08-06,34.6737400530504
952,2021-08-07,41.97347480106101
953,2021-08-08,40.148541114058354
954,2021-08-09,40.148541114058354
955,2021-08-10,41.97347480106101
956,2021-08-11,51.09814323607427
957,2021-08-12,45.62334217506632
958,2021-08-13,43.79840848806366
959,2021-08-14,45.62334217506632
960,2021-08-15,45.62334217506632
961,2021-08-16,47.44827586206897
962,2021-08-17,43.79840848806366
963,2021-08-18,43.79840848806366
964,2021-08-19,41.97347480106101
965,2021-08-20,47.44827586206897
966,2021-08-21,45.62334217506632
967,2021-08-22,45.62334217506632
968,2021-08-23,52.92307692307692
969,2021-08-24,51.09814323607427
970,2021-08-25,45.62334217506632
971,2021-08-26,41.97347480106101
972,2021-08-27,41.97347480106101
973,2021-08-28,43.79840848806366
974,2021-08-28,45.62334217506631
975,2021-08-29,45.62334217506631
976,2021-08-30,45.62334217506631
977,2021-08-31,47.44827586206896
978,2021-09-01,44.63130659767141
979,2021-09-02,48.20181112548512
980,2021-09-03,51.77231565329884
981,2021-09-04,49.98706338939198
982,2021-09-05,49.98706338939198
983,2021-09-06,51.77231565329884
984,2021-09-07,74.98059508408798
985,2021-09-08,57.128072445019406
986,2021-09-09,51.77231565329884
987,2021-09-10,48.20181112548512
988,2021-09-11,42.846054333764556
989,2021-09-12,44.63130659767141
990,2021-09-13,46.41655886157827
991,2021-09-14,42.846054333764556
992,2021-09-15,42.846054333764556
993,2021-09-16,46.41655886157827
994,2021-09-17,46.41655886157827
995,2021-09-18,39.27554980595084
996,2021-09-19,39.27554980595084
997,2021-09-20,51.77231565329884
998,2021-09-21,46.41655886157827
999,2021-09-22,42.846054333764556
1000,2021-09-23,39.27554980595084
1001,2021-09-24,49.98706338939198
1002,2021-09-25,41.0608020698577
1003,2021-09-26,39.27554980595084
1004,2021-09-27,39.27554980595084
1005,2021-09-28,39.27554980595084
1006,2021-09-29,35.70504527813713
1007,2021-09-30,35.70504527813713
1008,2021-10-01,38.2183574879227
1009,2021-10-02,36.481159420289856
1010,2021-10-03,38.2183574879227
1011,2021-10-04,41.6927536231884
1012,2021-10-05,46.904347826086955
1013,2021-10-06,55.59033816425121
1014,2021-10-07,60.80193236714975
1015,2021-10-08,50.378743961352654
1016,2021-10-09,48.6415458937198
1017,2021-10-10,46.904347826086955
1018,2021-10-11,50.378743961352654
1019,2021-10-12,48.6415458937198
1020,2021-10-13,45.1671497584541
1021,2021-10-14,50.378743961352654
1022,2021-10-15,52.11594202898551
1023,2021-10-16,48.6415458937198
1024,2021-10-17,46.904347826086955
1025,2021-10-18,48.6415458937198
1026,2021-10-19,48.6415458937198
1027,2021-10-20,57.327536231884054
1028,2021-10-21,57.327536231884054
1029,2021-10-22,53.853140096618354
1030,2021-10-23,52.11594202898551
1031,2021-10-24,60.80193236714975
1032,2021-10-25,60.80193236714975
1033,2021-10-26,71.22512077294685
1034,2021-10-27,99.02028985507245
1035,2021-10-28,100.75748792270531
