,Den,Bitcoin: (Celosvětově)
596,2020-08-17,27.42014742014742
597,2020-08-18,27.42014742014742
598,2020-08-19,24.678132678132677
599,2020-08-20,23.764127764127764
600,2020-08-21,21.02211302211302
601,2020-08-22,21.02211302211302
602,2020-08-23,19.194103194103192
603,2020-08-24,21.02211302211302
604,2020-08-25,21.936117936117938
605,2020-08-26,21.02211302211302
606,2020-08-27,19.194103194103192
607,2020-08-28,20.108108108108105
608,2020-08-29,18.28009828009828
609,2020-08-30,19.194103194103192
610,2020-08-31,20.108108108108105
611,2020-09-01,20.110410094637224
612,2020-09-02,19.305993690851736
613,2020-09-03,20.914826498422713
614,2020-09-04,23.32807570977918
615,2020-09-05,20.914826498422713
616,2020-09-06,19.305993690851736
617,2020-09-07,19.305993690851736
618,2020-09-08,18.501577287066247
619,2020-09-09,17.697160883280755
620,2020-09-10,17.697160883280755
621,2020-09-11,16.892744479495267
622,2020-09-12,16.08832807570978
623,2020-09-13,16.892744479495267
624,2020-09-14,16.892744479495267
625,2020-09-15,17.697160883280755
626,2020-09-16,17.697160883280755
627,2020-09-17,16.08832807570978
628,2020-09-18,15.28391167192429
629,2020-09-19,15.28391167192429
630,2020-09-20,14.479495268138802
631,2020-09-21,16.892744479495267
632,2020-09-22,15.28391167192429
633,2020-09-23,14.479495268138802
634,2020-09-24,15.28391167192429
635,2020-09-25,16.08832807570978
636,2020-09-26,14.479495268138802
637,2020-09-27,12.870662460567823
638,2020-09-28,15.28391167192429
639,2020-09-29,15.28391167192429
640,2020-09-30,13.675078864353312
641,2020-10-01,16.22093023255814
642,2020-10-02,17.122093023255815
643,2020-10-03,15.319767441860465
644,2020-10-04,14.418604651162791
645,2020-10-05,16.22093023255814
646,2020-10-06,16.22093023255814
647,2020-10-07,14.418604651162791
648,2020-10-08,16.22093023255814
649,2020-10-09,16.22093023255814
650,2020-10-10,18.023255813953487
651,2020-10-11,18.023255813953487
652,2020-10-12,18.924418604651162
653,2020-10-13,17.122093023255815
654,2020-10-14,17.122093023255815
655,2020-10-15,18.023255813953487
